fighter_key,fighter_id,fighter_name,nick_name,wins,losses,draws,height,weight,reach,stance,date_of_birth,height_cm,weight_lbs,reach_inches,reach_cm,url,slpm,str_acc,str_acc_num,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_acc_num,takedowns_def,sub_avg,source_match
RONY JASON,b71ce838b01f2cad,Rony Jason,,14.0,7.0,0.0,"5' 7""",145 lbs.,"73""",Orthodox,1984-03-21,170.18,145.0,73.0,185.42,http://ufcstats.com/fighter-details/b71ce838b01f2cad,2.04,44%,44.0,3.14,53%,0.59,30%,30.0,36%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
RONY SEFO,d6b68eaf4b68b160,Rony Sefo,,,,,"5' 9""",225 lbs.,,Orthodox,,175.26,225.0,,,http://ufcstats.com/fighter-details/d6b68eaf4b68b160,0.0,0%,0.0,0.43,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RONYS TORRES,cce79e827569f26e,Ronys Torres,,35.0,5.0,0.0,"5' 7""",155 lbs.,,Orthodox,1975-08-13,170.18,155.0,,,http://ufcstats.com/fighter-details/cce79e827569f26e,0.87,26%,26.0,1.93,57%,4.0,47%,47.0,16%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
ROOSEVELT ROBERTS,37c5366d18ed6c05,Roosevelt Roberts,The Predator,12.0,6.0,0.0,"6' 2""",155 lbs.,"73""",Orthodox,1994-02-11,187.96,155.0,73.0,185.42,http://ufcstats.com/fighter-details/37c5366d18ed6c05,3.03,49%,49.0,2.27,52%,1.75,53%,53.0,58%,1.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ROQUE CONCEICAO,b4ebc1539a08054b,Roque Conceicao,,,,,,125 lbs.,,Orthodox,1999-10-27,,125.0,,,http://ufcstats.com/fighter-details/b4ebc1539a08054b,,,,,,,,,,,fighter_tott
ROQUE MARTINEZ,2c5a0b8317f8f27a,Roque Martinez,,15.0,8.0,2.0,"5' 10""",250 lbs.,"72""",Orthodox,1986-03-04,177.8,250.0,72.0,182.88,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,2.67,51%,51.0,4.68,59%,0.62,50%,50.0,16%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RORY MACDONALD,cbd5d3cdd862e90e,Rory MacDonald,Red King,19.0,4.0,0.0,"6' 0""",170 lbs.,"76""",Orthodox,1989-07-22,182.88,170.0,76.0,193.04,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,3.75,42%,42.0,2.8,62%,1.77,47%,47.0,88%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
RORY MARKHAM,23a16ebe733e3041,Rory Markham,,17.0,6.0,0.0,"6' 0""",170 lbs.,"71""",Orthodox,1982-03-25,182.88,170.0,71.0,180.34,http://ufcstats.com/fighter-details/23a16ebe733e3041,1.98,21%,21.0,10.27,45%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RORY SINGER,546015aa2ad945fd,Rory Singer,Outburst,11.0,9.0,0.0,"6' 2""",185 lbs.,"77""",Orthodox,1976-05-28,187.96,185.0,77.0,195.58,http://ufcstats.com/fighter-details/546015aa2ad945fd,2.55,39%,39.0,2.42,63%,0.39,25%,25.0,64%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ROSE CONCEICAO,a76c07e8e4c76e9a,Rose Conceicao,,,,,"4' 7""",115 lbs.,"65""",Orthodox,1997-05-13,139.7,115.0,65.0,165.1,http://ufcstats.com/fighter-details/a76c07e8e4c76e9a,,,,,,,,,,,fighter_tott
ROSE NAMAJUNAS,47b63240018d5d86,Rose Namajunas,Thug,15.0,7.0,0.0,"5' 5""",125 lbs.,"65""",Orthodox,1992-06-29,165.1,125.0,65.0,165.1,http://ufcstats.com/fighter-details/47b63240018d5d86,4.13,40%,40.0,3.98,60%,1.91,53%,53.0,50%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ROSHAN MAINAM,b301292b1bc92bdb,Roshan Mainam,,,,,,135 lbs.,,,,,135.0,,,http://ufcstats.com/fighter-details/b301292b1bc92bdb,,,,,,,,,,,fighter_tott
ROSHAUN JONES,8a9f54b9056b07f5,Roshaun Jones,,,,,"5' 8""",135 lbs.,,,,172.72,135.0,,,http://ufcstats.com/fighter-details/8a9f54b9056b07f5,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ROSI SEXTON,5dfe71ade71f3a4b,Rosi Sexton,The Surgeon,13.0,5.0,0.0,"5' 3""",135 lbs.,,Orthodox,1977-07-16,160.02,135.0,,,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,3.31,39%,39.0,7.42,41%,0.75,10%,10.0,80%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROSS EBANEZ,a5b0bd216d8ba84e,Ross Ebanez,,,,,"5' 9""",154 lbs.,,Southpaw,1975-05-18,175.26,154.0,,,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e,0.74,50%,50.0,0.74,62%,3.7,100%,100.0,0%,0.0,"fighter_tott, raw_fighter_details"
ROSS PEARSON,4f732e58ed907eff,Ross Pearson,The Real Deal,20.0,16.0,0.0,"5' 8""",155 lbs.,"69""",Orthodox,1984-09-26,172.72,155.0,69.0,175.26,http://ufcstats.com/fighter-details/4f732e58ed907eff,3.68,40%,40.0,4.09,62%,0.74,35%,35.0,75%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROSS POINTON,7215953cd5c6254d,Ross Pointon,The Gladiator,6.0,17.0,0.0,"5' 8""",170 lbs.,,Orthodox,1980-02-18,172.72,170.0,,,http://ufcstats.com/fighter-details/7215953cd5c6254d,2.62,23%,23.0,2.77,58%,1.19,100%,100.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROSTEM AKMAN,1fc64507a0cb38cf,Rostem Akman,,6.0,2.0,0.0,"5' 10""",170 lbs.,"72""",Switch,1991-12-19,177.8,170.0,72.0,182.88,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,1.8,25%,25.0,3.97,57%,1.0,40%,40.0,87%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROUSIMAR PALHARES,8ddf9c51c5fdea75,Rousimar Palhares,Toquinho,19.0,8.0,0.0,"5' 8""",170 lbs.,"71""",Orthodox,1980-02-26,172.72,170.0,71.0,180.34,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,1.75,51%,51.0,2.04,59%,3.93,45%,45.0,0%,4.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ROXANNE MODAFFERI,4498b382c65a7faa,Roxanne Modafferi,The Happy Warrior,25.0,21.0,0.0,"5' 7""",125 lbs.,"69""",Orthodox,1982-09-24,170.18,125.0,69.0,175.26,http://ufcstats.com/fighter-details/4498b382c65a7faa,3.13,30%,30.0,5.03,53%,1.42,23%,23.0,30%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ROY BOUGHTON,2aaf0181432adf0b,Roy Boughton,,,,,"6' 0""",205 lbs.,,,,182.88,205.0,,,http://ufcstats.com/fighter-details/2aaf0181432adf0b,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ROY JONES,be8dfcf0442812b1,Roy Jones,,,,,,205 lbs.,,,1983-10-26,,205.0,,,http://ufcstats.com/fighter-details/be8dfcf0442812b1,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ROY NELSON,3f7c14c7eca7195d,Roy Nelson,Big Country,22.0,14.0,0.0,"6' 0""",263 lbs.,"73""",Orthodox,1976-06-20,182.88,263.0,73.0,185.42,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,2.18,36%,36.0,4.79,46%,1.14,27%,27.0,65%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ROYBERT ECHEVERRIA,20b13e96668caaa4,Roybert Echeverria,,,,,"5' 5""",125 lbs.,"67""",Switch,1995-08-21,165.1,125.0,67.0,170.18,http://ufcstats.com/fighter-details/20b13e96668caaa4,,,,,,,,,,,fighter_tott
ROYCE ALGER,669a3cb6e394f515,Royce Alger,,3.0,2.0,0.0,"5' 10""",199 lbs.,,Orthodox,,177.8,199.0,,,http://ufcstats.com/fighter-details/669a3cb6e394f515,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROYCE GRACIE,429e7d3725852ce9,Royce Gracie,,15.0,2.0,3.0,"6' 1""",175 lbs.,,Southpaw,1966-12-12,185.42,175.0,,,http://ufcstats.com/fighter-details/429e7d3725852ce9,0.88,41%,41.0,1.13,37%,0.0,0%,0.0,66%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ROYLER GRACIE,b807814d977682eb,Royler Gracie,,,,,"5' 8""",150 lbs.,,Southpaw,1965-12-06,172.72,150.0,,,http://ufcstats.com/fighter-details/b807814d977682eb,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ROYSTON WEE,b9c03e7a4557e542,Royston Wee,,4.0,1.0,0.0,"5' 7""",135 lbs.,"67""",Orthodox,1986-11-15,170.18,135.0,67.0,170.18,http://ufcstats.com/fighter-details/b9c03e7a4557e542,1.1,60%,60.0,2.45,49%,3.38,81%,81.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RUAN POTTS,7e208569469c8bc8,Ruan Potts,Fangzz,11.0,6.0,0.0,"6' 2""",247 lbs.,"75""",Orthodox,1978-02-23,187.96,247.0,75.0,190.5,http://ufcstats.com/fighter-details/7e208569469c8bc8,0.85,37%,37.0,5.92,22%,0.75,16%,16.0,33%,2.3,"fighter_tott, raw_fighter_details, ufc_dataset"
RUBEN VILLAREAL,39f68882def7a507,Ruben Villareal,,,,,"6' 4""",265 lbs.,,Orthodox,1970-05-01,193.04,265.0,,,http://ufcstats.com/fighter-details/39f68882def7a507,5.18,53%,53.0,4.86,35%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RUBENS XAVIER,e6dac752a2418a88,Rubens Xavier,,,,,"6' 3""",220 lbs.,,Orthodox,,190.5,220.0,,,http://ufcstats.com/fighter-details/e6dac752a2418a88,0.77,42%,42.0,1.82,21%,2.1,40%,40.0,25%,1.1,"fighter_tott, raw_fighter_details"
RUBIN WILLIAMS,6f812143641ceff8,Rubin Williams,,,,,"6' 1""",185 lbs.,,Orthodox,1976-04-09,185.42,185.0,,,http://ufcstats.com/fighter-details/6f812143641ceff8,0.0,0%,0.0,1.39,60%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RUDY BEARS,74f13066b1417ef3,Rudy Bears,,,,,"5' 11""",170 lbs.,,Southpaw,,180.34,170.0,,,http://ufcstats.com/fighter-details/74f13066b1417ef3,1.27,29%,29.0,2.53,50%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RUDYARD MONCAYO,02d276b7d62b3472,Rudyard Moncayo,,0.0,3.0,0.0,"5' 10""",195 lbs.,,Orthodox,,177.8,195.0,,,http://ufcstats.com/fighter-details/02d276b7d62b3472,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RUEL PANALES,2742f028399bf8c7,Ruel Panales,,,,,"5' 5""",125 lbs.,"67""",Southpaw,1996-12-07,165.1,125.0,67.0,170.18,http://ufcstats.com/fighter-details/2742f028399bf8c7,,,,,,,,,,,fighter_tott
RUI IMURA,bb56173e2275e622,Rui Imura,,,,,"5' 10""",135 lbs.,"69""",Southpaw,1999-03-24,177.8,135.0,69.0,175.26,http://ufcstats.com/fighter-details/bb56173e2275e622,,,,,,,,,,,fighter_tott
RULON GARDNER,4f7e290e71d60f87,Rulon Gardner,,,,,"6' 3""",265 lbs.,,Orthodox,1971-08-16,190.5,265.0,,,http://ufcstats.com/fighter-details/4f7e290e71d60f87,2.05,25%,25.0,1.45,60%,0.75,100%,100.0,100%,0.0,"fighter_tott, raw_fighter_details"
RUSLAN MAGOMEDOV,369e1ce458ef50a6,Ruslan Magomedov,Leopard,14.0,1.0,0.0,"6' 3""",242 lbs.,"78""",Orthodox,1986-11-26,190.5,242.0,78.0,198.12,http://ufcstats.com/fighter-details/369e1ce458ef50a6,4.02,47%,47.0,1.47,66%,0.33,100%,100.0,88%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RUSSELL DOANE,f50d95223751e6ca,Russell Doane,,15.0,8.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,1986-08-13,170.18,135.0,70.0,177.8,http://ufcstats.com/fighter-details/f50d95223751e6ca,1.75,40%,40.0,1.68,53%,2.11,45%,45.0,52%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
RUSSELL PATRICK,eafedba0617ced81,Russell Patrick,,,,,"5' 9""",145 lbs.,,,,175.26,145.0,,,http://ufcstats.com/fighter-details/eafedba0617ced81,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RUSTAM KHABILOV,9b7694d064a8a0ad,Rustam Khabilov,Tiger,24.0,4.0,0.0,"5' 8""",155 lbs.,"73""",Orthodox,1986-11-04,172.72,155.0,73.0,185.42,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,1.98,34%,34.0,2.16,65%,3.95,41%,41.0,61%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN BADER,c0ab242c40decc55,Ryan Bader,Darth,23.0,5.0,0.0,"6' 2""",205 lbs.,"74""",Orthodox,1983-06-07,187.96,205.0,74.0,187.96,http://ufcstats.com/fighter-details/c0ab242c40decc55,2.82,43%,43.0,1.39,71%,3.37,44%,44.0,80%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN BASTIANELLI,29508aff4d93cbbe,Ryan Bastianelli,,,,,"5' 5""",135 lbs.,,,,165.1,135.0,,,http://ufcstats.com/fighter-details/29508aff4d93cbbe,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN BENOIT,20999e27ddd94bda,Ryan Benoit,Baby Face,10.0,8.0,0.0,"5' 5""",125 lbs.,"68""",Orthodox,1989-08-25,165.1,125.0,68.0,172.72,http://ufcstats.com/fighter-details/20999e27ddd94bda,2.95,41%,41.0,3.4,60%,0.33,25%,25.0,70%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN COUTURE,46fd223e3ced39b3,Ryan Couture,,11.0,5.0,0.0,"5' 10""",155 lbs.,"73""",Orthodox,1982-08-27,177.8,155.0,73.0,185.42,http://ufcstats.com/fighter-details/46fd223e3ced39b3,3.54,45%,45.0,2.87,54%,1.55,29%,29.0,46%,1.3,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN DIAZ,ceee5dd37253199a,Ryan Diaz,,,,,,145 lbs.,,,,,145.0,,,http://ufcstats.com/fighter-details/ceee5dd37253199a,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN GANDRA,e463ce0a2ca474f4,Ryan Gandra,,,,,"6' 1""",185 lbs.,"74""",Orthodox,1995-05-08,185.42,185.0,74.0,187.96,http://ufcstats.com/fighter-details/e463ce0a2ca474f4,,,,,,,,,,,fighter_tott
RYAN GRACIE,0c3838c8f7c620c2,Ryan Gracie,,,,,"5' 9""",200 lbs.,,Orthodox,1974-08-14,175.26,200.0,,,http://ufcstats.com/fighter-details/0c3838c8f7c620c2,0.82,61%,61.0,0.5,40%,2.83,75%,75.0,25%,0.9,"fighter_tott, raw_fighter_details"
RYAN HALL,8866c6f509c19089,Ryan Hall,The Wizard,9.0,2.0,0.0,"5' 10""",145 lbs.,"70""",Southpaw,1985-02-22,177.8,145.0,70.0,177.8,http://ufcstats.com/fighter-details/8866c6f509c19089,2.32,43%,43.0,0.96,75%,0.31,16%,16.0,0%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN HAYES,a620638435de0628,Ryan Hayes,,,,,,,,,,,,,,http://ufcstats.com/fighter-details/a620638435de0628,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN HEALY,f3eb664db7fb1df3,Ryan Healy,,,,,"6' 1""",155 lbs.,,Orthodox,1983-07-20,185.42,155.0,,,http://ufcstats.com/fighter-details/f3eb664db7fb1df3,1.67,35%,35.0,3.0,38%,3.0,50%,50.0,40%,1.0,"fighter_tott, raw_fighter_details"
RYAN JANES,b59037262c8fe060,Ryan Janes,,10.0,3.0,0.0,"6' 3""",185 lbs.,"76""",Orthodox,1981-08-22,190.5,185.0,76.0,193.04,http://ufcstats.com/fighter-details/b59037262c8fe060,7.69,48%,48.0,5.53,59%,0.35,100%,100.0,58%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN JENSEN,aae99701b21554e4,Ryan Jensen,,21.0,8.0,0.0,"6' 1""",185 lbs.,"76""",Orthodox,1977-09-20,185.42,185.0,76.0,193.04,http://ufcstats.com/fighter-details/aae99701b21554e4,2.84,39%,39.0,2.99,59%,1.55,50%,50.0,31%,1.9,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN JIMMO,bc3ec52ef70fc155,Ryan Jimmo,The Big Deal,19.0,5.0,0.0,"6' 1""",205 lbs.,"73""",Orthodox,1981-11-27,185.42,205.0,73.0,185.42,http://ufcstats.com/fighter-details/bc3ec52ef70fc155,3.12,66%,66.0,2.77,46%,0.45,28%,28.0,87%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN KEENAN,a72b20136239ba39,Ryan Keenan,,,,,"5' 10""",170 lbs.,,,1985-06-15,177.8,170.0,,,http://ufcstats.com/fighter-details/a72b20136239ba39,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN LAFLARE,4c7781da8c6cae93,Ryan LaFlare,,14.0,3.0,0.0,"6' 1""",170 lbs.,"74""",Southpaw,1983-10-01,185.42,170.0,74.0,187.96,http://ufcstats.com/fighter-details/4c7781da8c6cae93,2.89,40%,40.0,1.86,63%,2.13,44%,44.0,58%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN LARSON,7107e53ebd7435fb,Ryan Larson,,,,,,170 lbs.,,,1980-12-30,,170.0,,,http://ufcstats.com/fighter-details/7107e53ebd7435fb,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN LODER,d5bab53a1a603aac,Ryan Loder,Man of Steel,8.0,2.0,0.0,"6' 2""",185 lbs.,"76""",Southpaw,1991-06-05,187.96,185.0,76.0,193.04,http://ufcstats.com/fighter-details/d5bab53a1a603aac,5.76,71%,71.0,2.51,50%,1.57,14%,14.0,100,1.6,"fighter_tott, ufc_dataset"
RYAN MACDONALD,35e1f9984ed64206,Ryan MacDonald,Main Event,10.0,2.0,0.0,"5' 11""",135 lbs.,"71""",Switch,1993-03-18,180.34,135.0,71.0,180.34,http://ufcstats.com/fighter-details/35e1f9984ed64206,2.28,29%,29.0,6.49,45%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN MADIGAN,a8d521d913df4e31,Ryan Madigan,,5.0,3.0,0.0,"6' 0""",170 lbs.,,Orthodox,,182.88,170.0,,,http://ufcstats.com/fighter-details/a8d521d913df4e31,0.0,0%,0.0,3.35,47%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN MCGILLIVRAY,1f9c371c93dfd3a9,Ryan McGillivray,The Kid,12.0,0.0,1.0,"5' 11""",170 lbs.,,,1986-09-27,180.34,170.0,,,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,1.27,20%,20.0,2.2,52%,0.0,0%,0.0,44%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN MCGIVERN,856ec65948b7d234,Ryan McGivern,,,,,"6' 0""",185 lbs.,,Orthodox,1980-01-17,182.88,185.0,,,http://ufcstats.com/fighter-details/856ec65948b7d234,2.22,29%,29.0,2.22,57%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN PARKER,6a0b80a24f22e152,Ryan Parker,,0.0,1.0,0.0,"6' 3""",235 lbs.,,Southpaw,,190.5,235.0,,,http://ufcstats.com/fighter-details/6a0b80a24f22e152,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN QUINN,cc23ed51619421a3,Ryan Quinn,,,,,"5' 8""",145 lbs.,,,,172.72,145.0,,,http://ufcstats.com/fighter-details/cc23ed51619421a3,2.31,41%,41.0,1.67,48%,0.0,0%,0.0,0%,1.9,"fighter_tott, raw_fighter_details"
RYAN ROBERTS,35dc6220b113b7ec,Ryan Roberts,,21.0,12.0,1.0,"5' 6""",155 lbs.,,Orthodox,1978-07-16,167.64,155.0,,,http://ufcstats.com/fighter-details/35dc6220b113b7ec,0.0,0%,0.0,22.5,45%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN SPANN,a67f5afa8d6a1b80,Ryan Spann,Superman,23.0,11.0,0.0,"6' 5""",205 lbs.,"79""",Orthodox,1991-08-24,195.58,205.0,79.0,200.66,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,3.11,39%,39.0,3.92,43%,1.21,34%,34.0,59%,1.7,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN STONITSCH,8d477c3fbe001f9d,Ryan Stonitsch,,,,,"5' 9""",170 lbs.,,Southpaw,1977-02-03,175.26,170.0,,,http://ufcstats.com/fighter-details/8d477c3fbe001f9d,2.53,36%,36.0,2.53,71%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYAN THOMAS,b732b326c362fb62,Ryan Thomas,The Tank Engine,20.0,8.0,0.0,"6' 0""",170 lbs.,,Orthodox,1984-11-05,182.88,170.0,,,http://ufcstats.com/fighter-details/b732b326c362fb62,2.01,36%,36.0,4.17,30%,5.59,33%,33.0,0%,2.2,"fighter_tott, raw_fighter_details, ufc_dataset"
RYAN TOBAR,57481f1f10530c61,Ryan Tobar,,,,,,155 lbs.,,,,,155.0,,,http://ufcstats.com/fighter-details/57481f1f10530c61,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RYO CHONAN,55a7b2d4e54ffac9,Ryo Chonan,Piranah,22.0,13.0,0.0,"5' 9""",170 lbs.,"70""",Orthodox,1976-10-08,175.26,170.0,70.0,177.8,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,2.57,43%,43.0,2.25,60%,0.61,41%,41.0,39%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
RYO KAWAMURA,9e91d7fd2720e241,Ryo Kawamura,,,,,"5' 11""",205 lbs.,,Orthodox,1981-06-29,180.34,205.0,,,http://ufcstats.com/fighter-details/9e91d7fd2720e241,0.6,16%,16.0,3.93,39%,0.0,0%,0.0,6%,0.0,"fighter_tott, raw_fighter_details"
RYO TAJIMA,34fbfc3f65b64645,Ryo Tajima,,,,,,135 lbs.,,,1999-08-14,,135.0,,,http://ufcstats.com/fighter-details/34fbfc3f65b64645,,,,,,,,,,,fighter_tott
RYOGA ARIMOTO,e0e1801e8721af17,Ryoga Arimoto,,,,,,125 lbs.,,,1998-12-07,,125.0,,,http://ufcstats.com/fighter-details/e0e1801e8721af17,,,,,,,,,,,fighter_tott
RYUHO MIYAGUCHI,f1a9c0998c683782,Ryuho Miyaguchi,,,,,,135 lbs.,,,1998-01-27,,135.0,,,http://ufcstats.com/fighter-details/f1a9c0998c683782,,,,,,,,,,,fighter_tott
RYUICHI MURATA,e3a6c6d6d0ac0815,Ryuichi Murata,,,,,"5' 8""",183 lbs.,,Orthodox,,172.72,183.0,,,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815,0.84,36%,36.0,1.89,50%,4.74,50%,50.0,100%,3.2,"fighter_tott, raw_fighter_details"
RYUKI UEYAMA,bcd124bcd3d5be46,Ryuki Ueyama,,,,,"5' 11""",180 lbs.,,Southpaw,1976-04-17,180.34,180.0,,,http://ufcstats.com/fighter-details/bcd124bcd3d5be46,0.13,21%,21.0,1.4,46%,0.5,100%,100.0,0%,1.5,"fighter_tott, raw_fighter_details"
RYUTA SAKURAI,ff9578cdbfabd323,Ryuta Sakurai,,,,,"5' 7""",183 lbs.,,Orthodox,,170.18,183.0,,,http://ufcstats.com/fighter-details/ff9578cdbfabd323,1.8,48%,48.0,3.44,58%,0.52,100%,100.0,36%,1.6,"fighter_tott, raw_fighter_details"
SAAD AWAD,da603332ad41f165,Saad Awad,,,,,"5' 11""",155 lbs.,,,1983-06-07,180.34,155.0,,,http://ufcstats.com/fighter-details/da603332ad41f165,2.13,26%,26.0,1.87,60%,0.5,16%,16.0,100%,0.5,"fighter_tott, raw_fighter_details"
SABAH HOMASI,71f048adbfed5b49,Sabah Homasi,,11.0,8.0,0.0,"6' 0""",170 lbs.,"72""",Orthodox,1988-10-19,182.88,170.0,72.0,182.88,http://ufcstats.com/fighter-details/71f048adbfed5b49,4.98,48%,48.0,6.91,47%,2.8,50%,50.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
SABINA MAZO,70d2329a92864fdb,Sabina Mazo,Colombian Queen,9.0,4.0,0.0,"5' 7""",125 lbs.,"70""",Orthodox,1997-03-25,170.18,125.0,70.0,177.8,http://ufcstats.com/fighter-details/70d2329a92864fdb,6.56,44%,44.0,3.91,60%,0.81,80%,80.0,66%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
SAEED HOSSEINI,21f2974fd08085e3,Saeed Hosseini,,0.0,1.0,0.0,,,,,,,,,,http://ufcstats.com/fighter-details/21f2974fd08085e3,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
SAGE NORTHCUTT,ed9d8ee3a4239b1c,Sage Northcutt,Super,11.0,2.0,0.0,"6' 0""",170 lbs.,"71""",Orthodox,1996-03-01,182.88,170.0,71.0,180.34,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,3.58,52%,52.0,1.96,58%,1.81,34%,34.0,41%,0.6,"fighter_tott, raw_fighter_details, ufc_dataset"
SAI WANG,efb9a43415a56d34,Sai Wang,The Fire Kylin,20.0,6.0,1.0,"6' 0""",170 lbs.,,Southpaw,1986-01-14,182.88,170.0,,,http://ufcstats.com/fighter-details/efb9a43415a56d34,3.17,46%,46.0,2.27,53%,0.0,0%,0.0,77%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
SAID NURMAGOMEDOV,0fd5f4b838e890cc,Said Nurmagomedov,,18.0,5.0,0.0,"5' 8""",135 lbs.,"70""",Orthodox,1992-04-05,172.72,135.0,70.0,177.8,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,4.65,46%,46.0,2.37,60%,0.45,7%,7.0,71%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
SAIDYOKUB KAKHRAMONOV,50a28b9f8314e008,Saidyokub Kakhramonov,,10.0,3.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,1995-11-14,172.72,135.0,69.0,175.26,http://ufcstats.com/fighter-details/50a28b9f8314e008,2.05,51%,51.0,0.88,58%,6.63,48%,48.0,83,1.9,"fighter_tott, ufc_dataset"
