fighter_key,fighter_id,fighter_name,nick_name,wins,losses,draws,height,weight,reach,stance,date_of_birth,height_cm,weight_lbs,reach_inches,reach_cm,url,slpm,str_acc,str_acc_num,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_acc_num,takedowns_def,sub_avg,source_match
ALAN BELCHER,4130a743d9d22163,Alan Belcher,The Talent,18.0,8.0,0.0,"6' 2""",185 lbs.,"75""",Orthodox,1984-04-24,187.96,185.0,75.0,190.5,http://ufcstats.com/fighter-details/4130a743d9d22163,2.7,41%,41.0,3.1,59%,0.44,26%,26.0,55%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ALAN GOMEZ,0a66de3a797cf73a,Alan Gomez,,,,,,155 lbs.,,,,,155.0,,,http://ufcstats.com/fighter-details/0a66de3a797cf73a,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALAN HIRO,483b3170b3c05cf0,Alan Hiro,,,,,"5' 5""",135 lbs.,,Orthodox,1986-04-04,165.1,135.0,,,http://ufcstats.com/fighter-details/483b3170b3c05cf0,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALAN JOUBAN,cf65d56b0755ed3b,Alan Jouban,Brahma,17.0,7.0,0.0,"6' 0""",170 lbs.,"73""",Southpaw,1981-11-25,182.88,170.0,73.0,185.42,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,5.67,50%,50.0,3.77,60%,0.51,44%,44.0,58%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
ALAN OMER,f2ad06f1007c481a,Alan Omer,,20.0,5.0,0.0,"5' 10""",145 lbs.,,Orthodox,1988-09-14,177.8,145.0,,,http://ufcstats.com/fighter-details/f2ad06f1007c481a,3.49,55%,55.0,2.21,64%,1.69,42%,42.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALAN PATRICK,cd7763bcadb5d4c8,Alan Patrick,Nuguette,15.0,4.0,0.0,"5' 11""",155 lbs.,"74""",Southpaw,1983-07-19,180.34,155.0,74.0,187.96,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,1.79,40%,40.0,2.64,43%,3.48,38%,38.0,50%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
ALATENGHEILI,1897b7b913736a7c,Alatengheili,The Mongolian Knight,17.0,10.0,2.0,"5' 5""",135 lbs.,"66""",Orthodox,1991-12-14,165.1,135.0,66.0,167.64,http://ufcstats.com/fighter-details/1897b7b913736a7c,2.82,32%,32.0,5.12,57%,1.74,43%,43.0,75,0.0,"fighter_tott, ufc_dataset"
ALAVUTDIN GADJIEV,a7a79b8efbceaaac,Alavutdin Gadjiev,,,,,"6' 2""",185 lbs.,,Orthodox,1982-06-23,187.96,185.0,,,http://ufcstats.com/fighter-details/a7a79b8efbceaaac,0.99,27%,27.0,0.99,57%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
ALBERT CHENG,d8d7b24d276c8cb0,Albert Cheng,,7.0,4.0,0.0,"5' 11""",170 lbs.,,Orthodox,1985-02-07,180.34,170.0,,,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0,1.0,41%,41.0,2.6,71%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALBERT DURAEV,6b7c7460855dbbb9,Albert Duraev,,16.0,5.0,0.0,"5' 11""",185 lbs.,"75""",Orthodox,1989-01-05,180.34,185.0,75.0,190.5,http://ufcstats.com/fighter-details/6b7c7460855dbbb9,2.99,40%,40.0,3.01,59%,1.97,29%,29.0,66,0.6,"fighter_tott, ufc_dataset"
ALBERT MORALES,544d7460b3e44393,Albert Morales,The Warrior,7.0,4.0,1.0,"5' 9""",135 lbs.,"72""",Orthodox,1991-05-25,175.26,135.0,72.0,182.88,http://ufcstats.com/fighter-details/544d7460b3e44393,3.81,35%,35.0,3.96,56%,0.91,35%,35.0,70%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ALBERT RIOS,868a78f2e810a837,Albert Rios,,,,,"5' 8""",145 lbs.,,,,172.72,145.0,,,http://ufcstats.com/fighter-details/868a78f2e810a837,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALBERT TADEVOSYAN,6751b11102b6adfe,Albert Tadevosyan,,,,,,170 lbs.,,,1992-04-12,,170.0,,,http://ufcstats.com/fighter-details/6751b11102b6adfe,,,,,,,,,,,fighter_tott
ALBERT TUMENOV,ff6a1f63c254127e,Albert Tumenov,Einstein,18.0,4.0,0.0,"5' 11""",170 lbs.,"73""",Orthodox,1991-12-26,180.34,170.0,73.0,185.42,http://ufcstats.com/fighter-details/ff6a1f63c254127e,3.76,42%,42.0,3.34,58%,0.2,20%,20.0,75%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALBERTA CERRA LEON,6e02c318762f52f1,Alberta Cerra Leon,,0.0,1.0,0.0,"5' 8""",238 lbs.,,,,172.72,238.0,,,http://ufcstats.com/fighter-details/6e02c318762f52f1,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALBERTO CRANE,25433871e4eee0f4,Alberto Crane,,15.0,5.0,0.0,"5' 5""",155 lbs.,,Orthodox,1976-07-14,165.1,155.0,,,http://ufcstats.com/fighter-details/25433871e4eee0f4,0.43,25%,25.0,2.61,57%,0.0,0%,0.0,50%,4.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALBERTO MINA,4b1d46a1b5c0fd11,Alberto Mina,Soldier of God,13.0,1.0,0.0,"6' 0""",170 lbs.,"77""",Orthodox,1982-05-02,182.88,170.0,77.0,195.58,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,3.23,38%,38.0,3.7,47%,1.85,20%,20.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALBERTO MONTES,a112097ad877a48f,Alberto Montes,,,,,"5' 7""",145 lbs.,"69""",Orthodox,1994-05-31,170.18,145.0,69.0,175.26,http://ufcstats.com/fighter-details/a112097ad877a48f,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALBERTO UDA,8f2deefe8c5dfb5d,Alberto Uda,,12.0,2.0,0.0,"6' 3""",185 lbs.,,Orthodox,1984-08-08,190.5,185.0,,,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,1.79,52%,52.0,3.49,45%,2.83,50%,50.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALDEN CORIA,5e9ca8dd7d783a75,Alden Coria,,,,,"5' 8""",125 lbs.,"67""",Orthodox,1998-04-24,172.72,125.0,67.0,170.18,http://ufcstats.com/fighter-details/5e9ca8dd7d783a75,,,,,,,,,,,fighter_tott
ALEJANDRO FLORES,d23d5960ac5e117c,Alejandro Flores,,,,,"5' 10""",145 lbs.,"73""",Orthodox,1991-08-06,177.8,145.0,73.0,185.42,http://ufcstats.com/fighter-details/d23d5960ac5e117c,3.66,40%,40.0,2.02,54%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEJANDRO GARCIA,e5dc36e0aba7e9da,Alejandro Garcia,,,,,"5' 7""",145 lbs.,,,,170.18,145.0,,,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da,1.22,62%,62.0,1.14,65%,8.55,87%,87.0,66%,0.0,"fighter_tott, raw_fighter_details"
ALEJANDRO PEREZ,80daefbed11ce998,Alejandro Perez,Turbo,23.0,9.0,1.0,"5' 6""",135 lbs.,"67""",Orthodox,1989-09-02,167.64,135.0,67.0,170.18,http://ufcstats.com/fighter-details/80daefbed11ce998,3.52,35%,35.0,2.94,64%,0.52,20%,20.0,73%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEJANDRO VILLALOBOS,2e88f2030d8a928a,Alejandro Villalobos,,,,,"5' 7""",145 lbs.,,,1979-10-26,170.18,145.0,,,http://ufcstats.com/fighter-details/2e88f2030d8a928a,3.93,46%,46.0,4.07,67%,1.0,50%,50.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEKSA CAMUR,c2a670b22d2e196f,Aleksa Camur,,6.0,3.0,0.0,"6' 1""",205 lbs.,"74""",Orthodox,1995-09-25,185.42,205.0,74.0,187.96,http://ufcstats.com/fighter-details/c2a670b22d2e196f,3.94,54%,54.0,2.49,57%,0.84,33%,33.0,20%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEKSANDAR RAKIC,333b9e5c723ac873,Aleksandar Rakic,Rocket,14.0,5.0,0.0,"6' 4""",205 lbs.,"78""",Orthodox,1992-02-06,193.04,205.0,78.0,198.12,http://ufcstats.com/fighter-details/333b9e5c723ac873,4.23,52%,52.0,2.23,52%,0.75,25%,25.0,90%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEKSANDER EMELIANENKO,f54200f1dfb9b5d4,Aleksander Emelianenko,,,,,"6' 6""",255 lbs.,,Orthodox,1981-08-02,198.12,255.0,,,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4,2.75,41%,41.0,1.7,65%,2.32,72%,72.0,66%,0.9,"fighter_tott, raw_fighter_details"
ALEKSANDRA ALBU,e76d9f656ceb82ab,Aleksandra Albu,Stitch,3.0,2.0,0.0,"5' 2""",115 lbs.,"63""",Orthodox,1990-07-14,157.48,115.0,63.0,160.02,http://ufcstats.com/fighter-details/e76d9f656ceb82ab,4.83,47%,47.0,5.56,38%,2.27,50%,50.0,77%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEKSANDRE TOPURIA,4a6dff1b260bcf61,Aleksandre Topuria,El Conquistador,6.0,1.0,0.0,"5' 7""",135 lbs.,"68""",Orthodox,1996-01-28,170.18,135.0,68.0,172.72,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,2.73,51%,51.0,2.53,70%,1.0,50%,50.0,100,0.0,"fighter_tott, ufc_dataset"
ALEKSEI KUNCHENKO,e2ccd9a9ace60de7,Aleksei Kunchenko,,20.0,2.0,0.0,"5' 8""",170 lbs.,"70""",Orthodox,1984-05-02,172.72,170.0,70.0,177.8,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,3.67,44%,44.0,2.83,63%,0.25,33%,33.0,80%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEKSEI OLEINIK,98c23cb6da5b3352,Aleksei Oleinik,The Boa Constrictor,60.0,17.0,1.0,"6' 2""",240 lbs.,"80""",Orthodox,1977-06-20,187.96,240.0,80.0,203.2,http://ufcstats.com/fighter-details/98c23cb6da5b3352,3.47,50%,50.0,3.85,44%,2.38,46%,46.0,33%,2.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEN AMEDOVSKI,70fa1c64a2c439ef,Alen Amedovski,,8.0,4.0,0.0,"5' 10""",185 lbs.,"74""",Orthodox,1988-04-06,177.8,185.0,74.0,187.96,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,0.52,28%,28.0,3.14,37%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALESSANDRO COSTA,3fa97913cfd205d3,Alessandro Costa,Nono,14.0,4.0,0.0,"5' 4""",125 lbs.,"67""",Orthodox,1996-01-28,162.56,125.0,67.0,170.18,http://ufcstats.com/fighter-details/3fa97913cfd205d3,3.86,46%,46.0,3.7,56%,0.77,26%,26.0,86%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ALESSIO DI CHIRICO,77d7295d1b22c694,Alessio Di Chirico,Manzo,13.0,7.0,0.0,"6' 0""",185 lbs.,"74""",Orthodox,1989-12-12,182.88,185.0,74.0,187.96,http://ufcstats.com/fighter-details/77d7295d1b22c694,3.3,41%,41.0,3.24,62%,1.62,45%,45.0,83%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALESSIO SAKARA,7f955f71fa2ce7ac,Alessio Sakara,Legionarius,19.0,11.0,0.0,"6' 0""",185 lbs.,"72""",Orthodox,1981-09-02,182.88,185.0,72.0,182.88,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,3.96,47%,47.0,2.8,59%,2.18,78%,78.0,62%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX ANDRADE,1562b12763cc8d67,Alex Andrade,El Toro,10.0,5.0,0.0,"5' 11""",200 lbs.,,Orthodox,1974-05-14,180.34,200.0,,,http://ufcstats.com/fighter-details/1562b12763cc8d67,0.2,36%,36.0,2.6,53%,0.0,0%,0.0,25%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX CACERES,7aa3d6964eff4877,Alex Caceres,Bruce Leeroy,21.0,15.0,0.0,"5' 10""",145 lbs.,"73""",Southpaw,1988-06-20,177.8,145.0,73.0,185.42,http://ufcstats.com/fighter-details/7aa3d6964eff4877,4.1,50%,50.0,2.82,65%,0.57,78%,78.0,64%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX CHAMBERS,26b63bc5c0c1f65d,Alex Chambers,Astro Girl,5.0,5.0,0.0,"5' 3""",115 lbs.,"63""",Southpaw,1978-10-25,160.02,115.0,63.0,160.02,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,2.97,54%,54.0,5.1,50%,2.31,41%,41.0,53%,1.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX CRISPIN,8944a0f9b2f0ce6d,Alex Crispin,,,,,,155 lbs.,,,,,155.0,,,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEX DA SILVA,c3ded6f7155f9ea4,Alex Da Silva,Leko,21.0,4.0,0.0,"5' 8""",155 lbs.,"73""",Orthodox,1996-02-04,172.72,155.0,73.0,185.42,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,2.07,46%,46.0,2.65,55%,2.75,43%,43.0,77%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX DUNWORTH,31732a614e7a3d1d,Alex Dunworth,,,,,"5' 8""",155 lbs.,,,,172.72,155.0,,,http://ufcstats.com/fighter-details/31732a614e7a3d1d,1.94,31%,31.0,8.71,35%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
ALEX ENLUND,d238217e0f8ea8e1,Alex Enlund,,,,,"5' 10""",145 lbs.,,Orthodox,1987-05-27,177.8,145.0,,,http://ufcstats.com/fighter-details/d238217e0f8ea8e1,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEX GARCIA,a2b12c3f3d60ff69,Alex Garcia,The Dominican Nightmare,15.0,6.0,0.0,"5' 9""",170 lbs.,"72""",Orthodox,1987-07-14,175.26,170.0,72.0,182.88,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,1.81,31%,31.0,3.03,59%,3.72,52%,52.0,66%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX GILPIN,762c69860eef65d8,Alex Gilpin,,,,,"5' 7""",145 lbs.,,Orthodox,1992-03-26,170.18,145.0,,,http://ufcstats.com/fighter-details/762c69860eef65d8,6.8,54%,54.0,12.29,42%,2.17,25%,25.0,0%,2.2,"fighter_tott, raw_fighter_details"
ALEX GORGEES,803bebcfb6d6f506,Alex Gorgees,Hitman,6.0,1.0,0.0,"6' 2""",155 lbs.,"74""",Switch,1995-08-11,187.96,155.0,74.0,187.96,http://ufcstats.com/fighter-details/803bebcfb6d6f506,0.67,32%,32.0,2.27,38%,0.0,0%,0.0,54%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX HIGLEY,2af2d675f7d847e3,Alex Higley,,,,,"5' 10""",145 lbs.,,,,177.8,145.0,,,http://ufcstats.com/fighter-details/2af2d675f7d847e3,0.29,100%,100.0,1.74,60%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEX HUDDLESTON,8b9197746bd3e005,Alex Huddleston,,,,,"6' 7""",254 lbs.,,,1986-08-11,200.66,254.0,,,http://ufcstats.com/fighter-details/8b9197746bd3e005,2.47,42%,42.0,2.59,67%,0.0,0%,0.0,0%,0.9,"fighter_tott, raw_fighter_details"
ALEX HUNTER,baa5358456803df8,Alex Hunter,,2.0,0.0,0.0,"5' 9""",226 lbs.,,Orthodox,,175.26,226.0,,,http://ufcstats.com/fighter-details/baa5358456803df8,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX KARALEXIS,e361e5c858af6ff1,Alex Karalexis,The Assassin,10.0,6.0,0.0,"5' 8""",155 lbs.,"66""",Orthodox,1977-09-20,172.72,155.0,66.0,167.64,http://ufcstats.com/fighter-details/e361e5c858af6ff1,2.57,42%,42.0,2.39,54%,2.7,45%,45.0,86%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX MORONO,cdb96af67d096b1e,Alex Morono,The Great White,24.0,12.0,0.0,"5' 11""",170 lbs.,"72""",Orthodox,1990-08-16,180.34,170.0,72.0,182.88,http://ufcstats.com/fighter-details/cdb96af67d096b1e,4.96,42%,42.0,3.69,56%,0.44,28%,28.0,47%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX NICHOLSON,2b6d855c6e280fb1,Alex Nicholson,The Spartan,7.0,4.0,0.0,"6' 4""",185 lbs.,"77""",Orthodox,1990-05-02,193.04,185.0,77.0,195.58,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,4.12,43%,43.0,4.65,47%,0.0,0%,0.0,50%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX OLIVEIRA,57b10fca4f9c9a7a,Alex Oliveira,Cowboy,22.0,12.0,1.0,"5' 11""",170 lbs.,"76""",Orthodox,1988-02-21,180.34,170.0,76.0,193.04,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,2.87,50%,50.0,2.18,48%,2.41,37%,37.0,63%,0.6,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX PEREIRA,e5549c82bfb5582d,Alex Pereira,Poatan,12.0,3.0,0.0,"6' 4""",205 lbs.,"79""",Orthodox,1987-07-07,193.04,205.0,79.0,200.66,http://ufcstats.com/fighter-details/e5549c82bfb5582d,5.01,61%,61.0,3.72,52%,0.11,50%,50.0,80%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX PEREZ,ab2b4ff41d6ebe0f,Alex Perez,,25.0,9.0,0.0,"5' 6""",125 lbs.,"65""",Orthodox,1992-03-21,167.64,125.0,65.0,165.1,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,4.22,45%,45.0,3.24,58%,2.07,45%,45.0,74%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX REYES,dc07493a87dc0a6e,Alex Reyes,The Executioner,13.0,5.0,0.0,"5' 11""",155 lbs.,"73""",Orthodox,1986-10-02,180.34,155.0,73.0,185.42,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,4.56,46%,46.0,8.35,38%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX RICCI,bf9bc96336922271,Alex Ricci,,10.0,5.0,0.0,"5' 11""",155 lbs.,,Orthodox,1982-07-21,180.34,155.0,,,http://ufcstats.com/fighter-details/bf9bc96336922271,2.48,41%,41.0,2.53,64%,0.0,0%,0.0,64%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX SCHOENAUER,fdfef29ba17ee525,Alex Schoenauer,,15.0,10.0,0.0,"6' 3""",185 lbs.,,Orthodox,1976-05-05,190.5,185.0,,,http://ufcstats.com/fighter-details/fdfef29ba17ee525,1.22,40%,40.0,2.27,42%,0.0,0%,0.0,22%,4.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX SERDYUKOV,253d3f9e97ca149a,Alex Serdyukov,,,,,"6' 2""",170 lbs.,"74""",Orthodox,1980-05-24,187.96,170.0,74.0,187.96,http://ufcstats.com/fighter-details/253d3f9e97ca149a,4.94,48%,48.0,3.1,46%,1.84,55%,55.0,67%,1.8,"fighter_tott, raw_fighter_details"
ALEX SOTO,d18dbcb0f8e2b55d,Alex Soto,Extremo,8.0,3.0,1.0,"5' 8""",135 lbs.,,Southpaw,1984-02-15,172.72,135.0,,,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,2.95,25%,25.0,5.02,59%,2.82,30%,30.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX STIEBLING,df5a77121ba84a5d,Alex Stiebling,The Brazilian Killa,19.0,11.0,1.0,"6' 2""",205 lbs.,,Southpaw,,187.96,205.0,,,http://ufcstats.com/fighter-details/df5a77121ba84a5d,1.77,42%,42.0,1.45,52%,0.35,66%,66.0,66%,0.7,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX TORRES,e4e0f310b3cf23a8,Alex Torres,Rolo,5.0,4.0,0.0,"5' 10""",145 lbs.,,Orthodox,1988-05-29,177.8,145.0,,,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,2.47,37%,37.0,2.73,69%,2.0,22%,22.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX WHITE,c17041f1bb5768d8,Alex White,The Spartan,13.0,6.0,0.0,"6' 0""",155 lbs.,"71""",Southpaw,1988-10-22,182.88,155.0,71.0,180.34,http://ufcstats.com/fighter-details/c17041f1bb5768d8,3.76,42%,42.0,3.07,60%,0.92,28%,28.0,71%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEX ZUNIGA,02d808afb96669de,Alex Zuniga,,,,,,145 lbs.,,,,,145.0,,,http://ufcstats.com/fighter-details/02d808afb96669de,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEXA GRASSO,e8b731feff72294b,Alexa Grasso,,16.0,5.0,1.0,"5' 5""",125 lbs.,"66""",Orthodox,1993-08-09,165.1,125.0,66.0,167.64,http://ufcstats.com/fighter-details/e8b731feff72294b,4.96,43%,43.0,3.61,64%,0.28,40%,40.0,60%,0.6,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDER CRISPIM,15dedd05f8bcb475,Alexander Crispim,,,,,,145 lbs.,,,,,145.0,,,http://ufcstats.com/fighter-details/15dedd05f8bcb475,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEXANDER GUSTAFSSON,3c6976f8182d9527,Alexander Gustafsson,The Mauler,18.0,8.0,0.0,"6' 5""",205 lbs.,"79""",Orthodox,1987-01-15,195.58,205.0,79.0,200.66,http://ufcstats.com/fighter-details/3c6976f8182d9527,4.02,40%,40.0,3.42,51%,1.54,39%,39.0,83%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDER HERNANDEZ,262a7d06203657e6,Alexander Hernandez,The Great Ape,17.0,8.0,0.0,"5' 9""",155 lbs.,"72""",Orthodox,1992-10-01,175.26,155.0,72.0,182.88,http://ufcstats.com/fighter-details/262a7d06203657e6,4.23,40%,40.0,4.45,59%,1.05,35%,35.0,68%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDER MORGAN,938ea36fe9c269f0,Alexander Morgan,,,,,"5' 10""",145 lbs.,"71""",Orthodox,1991-05-14,177.8,145.0,71.0,180.34,http://ufcstats.com/fighter-details/938ea36fe9c269f0,,,,,,,,,,,fighter_tott
ALEXANDER MUNOZ,f8f1ec513bcfef43,Alexander Munoz,,7.0,2.0,0.0,"5' 9""",155 lbs.,"72""",Switch,1990-02-27,175.26,155.0,72.0,182.88,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,3.27,40%,40.0,5.23,52%,2.5,35%,35.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDER OTSUKA,865aa315ea62c511,Alexander Otsuka,,,,,"6' 1""",205 lbs.,,Orthodox,1971-07-17,185.42,205.0,,,http://ufcstats.com/fighter-details/865aa315ea62c511,0.9,55%,55.0,1.16,51%,1.51,43%,43.0,53%,0.8,"fighter_tott, raw_fighter_details"
ALEXANDER POPPECK,56bf3ed155bd0fcd,Alexander Poppeck,,,,,"6' 2""",205 lbs.,,Orthodox,1992-04-06,187.96,205.0,,,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd,4.01,57%,57.0,9.81,33%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEXANDER SARNAVSKIY,2097b1a5ff47dfb0,Alexander Sarnavskiy,,,,,"5' 11""",155 lbs.,,,1989-01-17,180.34,155.0,,,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0,1.43,66%,66.0,2.06,42%,0.0,0%,0.0,75%,0.0,"fighter_tott, raw_fighter_details"
ALEXANDER SHLEMENKO,ed3ea649b34ddb6c,Alexander Shlemenko,,,,,"5' 11""",185 lbs.,,,1984-05-20,180.34,185.0,,,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c,4.36,60%,60.0,1.71,63%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEXANDER SOLDATKIN,f1451d605bad178e,Alexander Soldatkin,,,,,"6' 2""",250 lbs.,"75""",Orthodox,1993-06-10,187.96,250.0,75.0,190.5,http://ufcstats.com/fighter-details/f1451d605bad178e,,,,,,,,,,,fighter_tott
ALEXANDER TREVINO,73abb7a5c57fb443,Alexander Trevino,,,,,,170 lbs.,,,,,170.0,,,http://ufcstats.com/fighter-details/73abb7a5c57fb443,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ALEXANDER VOLKANOVSKI,e1248941344b3288,Alexander Volkanovski,The Great,27.0,4.0,0.0,"5' 6""",145 lbs.,"71""",Orthodox,1988-09-29,167.64,145.0,71.0,180.34,http://ufcstats.com/fighter-details/e1248941344b3288,6.02,55%,55.0,3.31,60%,2.09,34%,34.0,72%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDER VOLKOV,279566840aa55bf2,Alexander Volkov,Drago,38.0,11.0,0.0,"6' 7""",250 lbs.,"80""",Orthodox,1988-10-24,200.66,250.0,80.0,203.2,http://ufcstats.com/fighter-details/279566840aa55bf2,4.84,57%,57.0,2.9,54%,0.54,62%,62.0,68%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDER YAKOVLEV,d06f8869449ba7bd,Alexander Yakovlev,Russian Thunder,24.0,10.0,1.0,"6' 3""",155 lbs.,"74""",Southpaw,1984-07-18,190.5,155.0,74.0,187.96,http://ufcstats.com/fighter-details/d06f8869449ba7bd,1.74,47%,47.0,2.41,58%,1.66,35%,35.0,72%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDR ROMANOV,c0badf3243907e59,Alexandr Romanov,King Kong,18.0,3.0,0.0,"6' 2""",262 lbs.,"75""",Southpaw,1990-12-11,187.96,262.0,75.0,190.5,http://ufcstats.com/fighter-details/c0badf3243907e59,4.31,39%,39.0,1.76,43%,6.35,66%,66.0,0%,3.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ALEXANDRE BARROS,8fd1f27e86661ede,Alexandre Barros,Baixinho,22.0,11.0,0.0,"5' 9""",170 lbs.,,Southpaw,1976-11-19,175.26,170.0,,,http://ufcstats.com/fighter-details/8fd1f27e86661ede,0.98,40%,40.0,4.05,36%,1.84,50%,50.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
