red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_kd,blue_fighter_kd,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_td,blue_fighter_td,red_fighter_td_pct,blue_fighter_td_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,time_seconds,red_fighter_sig_str_landed,red_fighter_sig_str_attempted,blue_fighter_sig_str_landed,blue_fighter_sig_str_attempted,red_fighter_sig_str_pct_num,blue_fighter_sig_str_pct_num,red_fighter_total_str_landed,red_fighter_total_str_attempted,blue_fighter_total_str_landed,blue_fighter_total_str_attempted,red_fighter_td_landed,red_fighter_td_attempted,blue_fighter_td_landed,blue_fighter_td_attempted,red_fighter_td_pct_num,blue_fighter_td_pct_num,red_fighter_sig_str_head_landed,red_fighter_sig_str_head_attempted,blue_fighter_sig_str_head_landed,blue_fighter_sig_str_head_attempted,red_fighter_sig_str_body_landed,red_fighter_sig_str_body_attempted,blue_fighter_sig_str_body_landed,blue_fighter_sig_str_body_attempted,red_fighter_sig_str_leg_landed,red_fighter_sig_str_leg_attempted,blue_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_attempted,red_fighter_sig_str_distance_landed,red_fighter_sig_str_distance_attempted,blue_fighter_sig_str_distance_landed,blue_fighter_sig_str_distance_attempted,red_fighter_sig_str_clinch_landed,red_fighter_sig_str_clinch_attempted,blue_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_attempted,red_fighter_sig_str_ground_landed,red_fighter_sig_str_ground_attempted,blue_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_attempted,red_key,blue_key,date_key,red_odds,blue_odds,location,country,total_fight_time_secs,red_dec_odds,blue_dec_odds,red_sub_odds,blue_sub_odds,red_ko_odds,blue_ko_odds,better_rank,empty_arena,blue_match_weightclass_rank,red_match_weightclass_rank,red_women_s_flyweight_rank,red_women_s_featherweight_rank,red_women_s_strawweight_rank,red_women_s_bantamweight_rank,red_heavyweight_rank,red_light_heavyweight_rank,red_middleweight_rank,red_welterweight_rank,red_lightweight_rank,red_featherweight_rank,red_bantamweight_rank,red_flyweight_rank,red_pound_for_pound_rank,blue_women_s_flyweight_rank,blue_women_s_featherweight_rank,blue_women_s_strawweight_rank,blue_women_s_bantamweight_rank,blue_heavyweight_rank,blue_light_heavyweight_rank,blue_middleweight_rank,blue_welterweight_rank,blue_lightweight_rank,blue_featherweight_rank,blue_bantamweight_rank,blue_flyweight_rank,blue_pound_for_pound_rank,odds_match
SHANE COLLINS,OTARI TANZILOVI,2026-06-20,Hollywood,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Lee 27 - 30. Ron McCarthy 27 - 30. Tony Weeks 27 - 30.,Featherweight Bout,,UFC Fight Night: Kape vs. Horiguchi,"Las Vegas, Nevada, USA",0,0,76 of 138,58 of 89,55.0,65.0,111 of 175,74 of 105,0 of 6,5 of 9,0.0,55.0,3,0,0,0,2:34,4:14,46 of 102,38 of 66,23 of 27,15 of 17,7 of 9,5 of 6,66 of 125,41 of 70,10 of 13,17 of 19,0 of 0,0 of 0,60.0,65.0,30.0,25.0,9.0,8.0,86.0,70.0,13.0,29.0,0.0,0.0,,,300,76,138,58,89,55.0,65.0,111,175,74,105,0,6,5,9,0.0,55.0,46,102,38,66,23,27,15,17,7,9,5,6,66,125,41,70,10,13,17,19,0,0,0,0,SHANE COLLINS,OTARI TANZILOVI,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
VINICIUS OLIVEIRA,ANDRE FILI,2026-06-20,LokDog,Touchy,W,L,red_win,KO/TKO,2,4:56,3 Rnd (5-5-5),Herb Dean,Elbows to Head At Distance,Featherweight Bout,fight,UFC Fight Night: Kape vs. Horiguchi,"Las Vegas, Nevada, USA",1,0,105 of 152,40 of 113,69.0,35.0,105 of 152,40 of 113,0 of 1,0 of 1,0.0,0.0,0,0,0,0,0:17,0:00,47 of 90,31 of 104,28 of 31,9 of 9,30 of 31,0 of 0,89 of 134,38 of 110,10 of 12,2 of 3,6 of 6,0 of 0,44.0,77.0,26.0,22.0,28.0,0.0,84.0,95.0,9.0,5.0,5.0,0.0,,,296,105,152,40,113,69.0,35.0,105,152,40,113,0,1,0,1,0.0,0.0,47,90,31,104,28,31,9,9,30,31,0,0,89,134,38,110,10,12,2,3,6,6,0,0,VINICIUS OLIVEIRA,ANDRE FILI,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ALEX PEREIRA,CIRYL GANE,2026-06-14,Poatan,Bon Gamin,L,W,blue_win,KO/TKO,2,1:27,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,UFC Interim Heavyweight Title Bout,belt,UFC Freedom 250,"Washington, DC, USA",0,1,12 of 33,54 of 86,36.0,62.0,12 of 33,54 of 86,0 of 0,0 of 2,,0.0,0,0,0,0,0:00,0:12,3 of 20,39 of 71,1 of 3,4 of 4,8 of 10,11 of 11,12 of 33,36 of 66,0 of 0,3 of 3,0 of 0,15 of 17,25.0,72.0,8.0,7.0,66.0,20.0,100.0,66.0,0.0,5.0,0.0,27.0,,,87,12,33,54,86,36.0,62.0,12,33,54,86,0,0,0,2,,0.0,3,20,39,71,1,3,4,4,8,10,11,11,12,33,36,66,0,0,3,3,0,0,15,17,ALEX PEREIRA,CIRYL GANE,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BO NICKAL,KYLE DAUKAUS,2026-06-14,,,W,L,red_win,KO/TKO,1,4:34,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Middleweight Bout,,UFC Freedom 250,"Washington, DC, USA",1,0,16 of 24,2 of 7,66.0,28.0,44 of 53,26 of 31,1 of 1,0 of 0,100.0,,0,0,0,0,3:14,0:00,15 of 23,1 of 6,0 of 0,0 of 0,1 of 1,1 of 1,7 of 13,2 of 7,0 of 0,0 of 0,9 of 11,0 of 0,93.0,50.0,0.0,0.0,6.0,50.0,43.0,100.0,0.0,0.0,56.0,0.0,,,274,16,24,2,7,66.0,28.0,44,53,26,31,1,1,0,0,100.0,,15,23,1,6,0,0,0,0,1,1,1,1,7,13,2,7,0,0,0,0,9,11,0,0,BO NICKAL,KYLE DAUKAUS,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DIEGO LOPES,STEVE GARCIA,2026-06-14,,Mean Machine,W,L,red_win,KO/TKO,2,2:42,3 Rnd (5-5-5),Mike Beltran,Punches to Head From Guard,Featherweight Bout,,UFC Freedom 250,"Washington, DC, USA",1,0,24 of 66,47 of 104,36.0,45.0,24 of 66,47 of 104,0 of 1,0 of 0,0.0,,0,0,0,0,0:05,0:00,21 of 57,33 of 89,2 of 8,3 of 4,1 of 1,11 of 11,17 of 58,47 of 104,0 of 0,0 of 0,7 of 8,0 of 0,87.0,70.0,8.0,6.0,4.0,23.0,70.0,100.0,0.0,0.0,29.0,0.0,,,162,24,66,47,104,36.0,45.0,24,66,47,104,0,1,0,0,0.0,,21,57,33,89,2,8,3,4,1,1,11,11,17,58,47,104,0,0,0,0,7,8,0,0,DIEGO LOPES,STEVE GARCIA,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ILIA TOPURIA,JUSTIN GAETHJE,2026-06-14,El Matador,The Highlight,L,W,blue_win,KO/TKO,4,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,to Corner Stoppage,UFC Lightweight Title Bout,belt,UFC Freedom 250,"Washington, DC, USA",1,0,97 of 162,91 of 192,59.0,47.0,111 of 177,119 of 228,1 of 3,0 of 5,33.0,0.0,0,0,0,0,2:32,1:32,55 of 112,79 of 175,37 of 45,8 of 12,5 of 5,4 of 5,68 of 125,73 of 167,22 of 29,15 of 21,7 of 8,3 of 4,56.0,86.0,38.0,8.0,5.0,4.0,70.0,80.0,22.0,16.0,7.0,3.0,,,300,97,162,91,192,59.0,47.0,111,177,119,228,1,3,0,5,33.0,0.0,55,112,79,175,37,45,8,12,5,5,4,5,68,125,73,167,22,29,15,21,7,8,3,4,ILIA TOPURIA,JUSTIN GAETHJE,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
JOSH HOKIT,DERRICK LEWIS,2026-06-14,,The Black Beast,W,L,red_win,KO/TKO,2,4:09,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Heavyweight Bout,,UFC Freedom 250,"Washington, DC, USA",1,0,86 of 117,7 of 40,73.0,17.0,105 of 138,8 of 41,2 of 3,0 of 1,66.0,0.0,1,0,0,0,4:04,0:00,74 of 103,5 of 37,7 of 9,2 of 2,5 of 5,0 of 1,39 of 60,4 of 34,11 of 13,3 of 6,36 of 44,0 of 0,86.0,71.0,8.0,28.0,5.0,0.0,45.0,57.0,12.0,42.0,41.0,0.0,,,249,86,117,7,40,73.0,17.0,105,138,8,41,2,3,0,1,66.0,0.0,74,103,5,37,7,9,2,2,5,5,0,1,39,60,4,34,11,13,3,6,36,44,0,0,JOSH HOKIT,DERRICK LEWIS,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MAURICIO RUFFY,MICHAEL CHANDLER,2026-06-14,,Iron,W,L,red_win,KO/TKO,1,4:29,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,Lightweight Bout,,UFC Freedom 250,"Washington, DC, USA",2,0,19 of 40,3 of 12,47.0,25.0,20 of 41,3 of 12,0 of 0,0 of 3,,0.0,0,0,0,0,0:13,0:00,16 of 36,2 of 7,1 of 2,0 of 3,2 of 2,1 of 2,17 of 37,3 of 12,0 of 0,0 of 0,2 of 3,0 of 0,84.0,66.0,5.0,0.0,10.0,33.0,89.0,100.0,0.0,0.0,10.0,0.0,,,269,19,40,3,12,47.0,25.0,20,41,3,12,0,0,0,3,,0.0,16,36,2,7,1,2,0,3,2,2,1,2,17,37,3,12,0,0,0,0,2,3,0,0,MAURICIO RUFFY,MICHAEL CHANDLER,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
SEAN O'MALLEY,AIEMANN ZAHABI,2026-06-14,Suga,Icemann,W,L,red_win,KO/TKO,2,4:02,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Bantamweight Bout,,UFC Freedom 250,"Washington, DC, USA",1,0,41 of 81,32 of 56,50.0,57.0,41 of 81,32 of 56,0 of 0,0 of 0,,,0,0,0,0,0:02,0:00,32 of 66,6 of 25,7 of 13,0 of 0,2 of 2,26 of 31,41 of 81,32 of 56,0 of 0,0 of 0,0 of 0,0 of 0,78.0,18.0,17.0,0.0,4.0,81.0,100.0,100.0,0.0,0.0,0.0,0.0,,,242,41,81,32,56,50.0,57.0,41,81,32,56,0,0,0,0,,,32,66,6,25,7,13,0,0,2,2,26,31,41,81,32,56,0,0,0,0,0,0,0,0,SEAN O'MALLEY,AIEMANN ZAHABI,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BELAL MUHAMMAD,GABRIEL BONFIM,2026-06-06,Remember the Name,Marretinha,L,W,blue_win,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 45 - 50. Derek Cleary 45 - 50. Sal D'amato 45 - 50.,Welterweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,86 of 275,128 of 260,31.0,49.0,86 of 275,128 of 261,0 of 2,0 of 1,0.0,0.0,0,0,0,0,0:08,0:00,52 of 228,83 of 212,22 of 33,11 of 11,12 of 14,34 of 37,86 of 273,126 of 258,0 of 2,2 of 2,0 of 0,0 of 0,60.0,64.0,25.0,8.0,13.0,26.0,100.0,98.0,0.0,1.0,0.0,0.0,,,300,86,275,128,260,31.0,49.0,86,275,128,261,0,2,0,1,0.0,0.0,52,228,83,212,22,33,11,11,12,14,34,37,86,273,126,258,0,2,2,2,0,0,0,0,BELAL MUHAMMAD,GABRIEL BONFIM,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BRENDAN ALLEN,EDMEN SHAHBAZYAN,2026-06-06,All In,The Golden Boy,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Junichiro Kamijo 27 - 30. Ron McCarthy 27 - 30. Sal D'amato 28 - 29.,Middleweight Bout,fight,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,89 of 194,90 of 180,45.0,50.0,91 of 196,90 of 180,1 of 4,0 of 1,25.0,0.0,0,0,0,0,0:28,0:08,61 of 160,83 of 171,10 of 16,4 of 4,18 of 18,3 of 5,79 of 174,85 of 173,10 of 20,5 of 7,0 of 0,0 of 0,68.0,92.0,11.0,4.0,20.0,3.0,88.0,94.0,11.0,5.0,0.0,0.0,,,300,89,194,90,180,45.0,50.0,91,196,90,180,1,4,0,1,25.0,0.0,61,160,83,171,10,16,4,4,18,18,3,5,79,174,85,173,10,20,5,7,0,0,0,0,BRENDAN ALLEN,EDMEN SHAHBAZYAN,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BRUNO SILVA,EDGAR CHAIREZ,2026-06-06,Bulldog,Puro Chicali,L,W,blue_win,Submission,1,4:13,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Flyweight Bout,perf,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,2,17 of 29,24 of 44,58.0,54.0,17 of 29,24 of 44,0 of 3,0 of 0,0.0,,0,1,0,0,0:00,0:24,11 of 22,20 of 37,3 of 4,2 of 5,3 of 3,2 of 2,17 of 29,21 of 38,0 of 0,0 of 0,0 of 0,3 of 6,64.0,83.0,17.0,8.0,17.0,8.0,100.0,87.0,0.0,0.0,0.0,12.0,,,253,17,29,24,44,58.0,54.0,17,29,24,44,0,3,0,0,0.0,,11,22,20,37,3,4,2,5,3,3,2,2,17,29,21,38,0,0,0,0,0,0,3,6,BRUNO SILVA,EDGAR CHAIREZ,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BRYCE MITCHELL,SANTIAGO LUNA,2026-06-06,Thug Nasty,BorderBoy,W,L,red_win,Submission,3,4:52,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Side Control,Bantamweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,22 of 41,9 of 25,53.0,36.0,54 of 77,112 of 130,2 of 5,0 of 1,40.0,0.0,2,1,1,1,11:40,1:14,9 of 24,4 of 13,10 of 12,4 of 11,3 of 5,1 of 1,12 of 31,9 of 25,6 of 6,0 of 0,4 of 4,0 of 0,40.0,44.0,45.0,44.0,13.0,11.0,54.0,100.0,27.0,0.0,18.0,0.0,,,292,22,41,9,25,53.0,36.0,54,77,112,130,2,5,0,1,40.0,0.0,9,24,4,13,10,12,4,11,3,5,1,1,12,31,9,25,6,6,0,0,4,4,0,0,BRYCE MITCHELL,SANTIAGO LUNA,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
FARES ZIAM,TOM NOLAN,2026-06-06,The Smile Killer,Big Train,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Derek Cleary 28 - 29. Clemens Werner 28 - 29.,Lightweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,16 of 32,31 of 66,50.0,46.0,48 of 70,65 of 116,3 of 5,2 of 6,60.0,33.0,1,0,1,1,5:07,6:47,11 of 26,13 of 38,3 of 4,11 of 16,2 of 2,7 of 12,12 of 26,13 of 32,3 of 4,7 of 13,1 of 2,11 of 21,68.0,41.0,18.0,35.0,12.0,22.0,75.0,41.0,18.0,22.0,6.0,35.0,,,300,16,32,31,66,50.0,46.0,48,70,65,116,3,5,2,6,60.0,33.0,11,26,13,38,3,4,11,16,2,2,7,12,12,26,13,32,3,4,7,13,1,2,11,21,FARES ZIAM,TOM NOLAN,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
IWO BARANIEWSKI,JUNIOR TAFA,2026-06-06,Rudy,The Juggernaut,W,L,red_win,KO/TKO,1,1:25,3 Rnd (5-5-5),Dan Miragliotta,Kick to Leg At Distance,Light Heavyweight Bout,perf,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",1,0,6 of 22,0 of 8,27.0,0.0,6 of 22,0 of 8,0 of 1,0 of 0,0.0,,0,0,0,0,0:17,0:00,2 of 18,0 of 6,1 of 1,0 of 2,3 of 3,0 of 0,4 of 6,0 of 8,0 of 2,0 of 0,2 of 14,0 of 0,33.0,0.0,16.0,0.0,50.0,0.0,66.0,0.0,0.0,0.0,33.0,0.0,,,85,6,22,0,8,27.0,0.0,6,22,0,8,0,1,0,0,0.0,,2,18,0,6,1,1,0,2,3,3,0,0,4,6,0,8,0,2,0,0,2,14,0,0,IWO BARANIEWSKI,JUNIOR TAFA,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
JEISLA CHAVES,YUNEISY DUBEN,2026-06-06,A Braba,,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Ron McCarthy 28 - 29. Tony Weeks 29 - 28. Clemens Werner 28 - 29.,Women's Flyweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,64 of 99,62 of 112,64.0,55.0,92 of 136,110 of 165,3 of 6,2 of 4,50.0,50.0,1,0,0,1,4:29,3:18,35 of 66,41 of 83,20 of 24,14 of 16,9 of 9,7 of 13,36 of 68,44 of 90,15 of 18,8 of 9,13 of 13,10 of 13,54.0,66.0,31.0,22.0,14.0,11.0,56.0,70.0,23.0,12.0,20.0,16.0,,,300,64,99,62,112,64.0,55.0,92,136,110,165,3,6,2,4,50.0,50.0,35,66,41,83,20,24,14,16,9,9,7,13,36,68,44,90,15,18,8,9,13,13,10,13,JEISLA CHAVES,YUNEISY DUBEN,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
JORDAN LEAVITT,JOANDERSON BRITO,2026-06-06,The Monkey King,Tubarao,L,W,blue_win,Submission,1,4:19,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground Ninja choke,Featherweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,7 of 9,5 of 13,77.0,38.0,27 of 29,15 of 24,0 of 5,0 of 0,0.0,,1,1,1,0,2:21,1:17,3 of 3,3 of 10,4 of 6,2 of 2,0 of 0,0 of 1,3 of 4,3 of 11,4 of 5,2 of 2,0 of 0,0 of 0,42.0,60.0,57.0,40.0,0.0,0.0,42.0,60.0,57.0,40.0,0.0,0.0,,,259,7,9,5,13,77.0,38.0,27,29,15,24,0,5,0,0,0.0,,3,3,3,10,4,6,2,2,0,0,0,1,3,4,3,11,4,5,2,2,0,0,0,0,JORDAN LEAVITT,JOANDERSON BRITO,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
KETLEN SOUZA,ARIANE CARNELOSSI,2026-06-06,Esquentadinha,Sorriso,W,L,red_win,KO/TKO,1,1:34,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance,Women's Strawweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",1,0,13 of 17,8 of 21,76.0,38.0,13 of 17,8 of 21,0 of 0,0 of 0,,,0,0,0,0,0:03,0:00,11 of 15,4 of 12,0 of 0,3 of 8,2 of 2,1 of 1,12 of 16,8 of 21,0 of 0,0 of 0,1 of 1,0 of 0,84.0,50.0,0.0,37.0,15.0,12.0,92.0,100.0,0.0,0.0,7.0,0.0,,,94,13,17,8,21,76.0,38.0,13,17,8,21,0,0,0,0,,,11,15,4,12,0,0,3,8,2,2,1,1,12,16,8,21,0,0,0,0,1,1,0,0,KETLEN SOUZA,ARIANE CARNELOSSI,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MARCUS MCGHEE,JOHN YANNIS,2026-06-06,The Maniac,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 27 - 30. Tony Weeks 27 - 30. Mike Bell 28 - 29.,Bantamweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,0,79 of 202,55 of 115,39.0,47.0,79 of 202,55 of 115,0 of 2,0 of 0,0.0,,0,0,0,0,0:00,0:00,60 of 171,27 of 77,13 of 22,20 of 30,6 of 9,8 of 8,79 of 202,54 of 114,0 of 0,1 of 1,0 of 0,0 of 0,75.0,49.0,16.0,36.0,7.0,14.0,100.0,98.0,0.0,1.0,0.0,0.0,,,300,79,202,55,115,39.0,47.0,79,202,55,115,0,2,0,0,0.0,,60,171,27,77,13,22,20,30,6,9,8,8,79,202,54,114,0,0,1,1,0,0,0,0,MARCUS MCGHEE,JOHN YANNIS,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MATT SCHNELL,ALESSANDRO COSTA,2026-06-06,Danger,Nono,L,W,blue_win,KO/TKO,1,2:28,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Catch Weight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,1,8 of 21,19 of 23,38.0,82.0,8 of 21,19 of 23,0 of 0,0 of 0,,,0,0,0,0,0:00,0:05,5 of 17,16 of 18,1 of 2,2 of 2,2 of 2,1 of 3,8 of 21,7 of 11,0 of 0,0 of 0,0 of 0,12 of 12,62.0,84.0,12.0,10.0,25.0,5.0,100.0,36.0,0.0,0.0,0.0,63.0,,,148,8,21,19,23,38.0,82.0,8,21,19,23,0,0,0,0,,,5,17,16,18,1,2,2,2,2,2,1,3,8,21,7,11,0,0,0,0,0,0,12,12,MATT SCHNELL,ALESSANDRO COSTA,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
PRISCILA CACHOEIRA,CHELSEA CHANDLER,2026-06-06,Zombie Girl,,L,W,blue_win,Submission,1,3:42,3 Rnd (5-5-5),Jason Herzog,Armbar From Mount,Women's Bantamweight Bout,,UFC Fight Night: Muhammad vs. Bonfim,"Las Vegas, Nevada, USA",0,1,7 of 13,11 of 25,53.0,44.0,9 of 16,24 of 41,1 of 1,0 of 0,100.0,,0,1,0,0,0:23,1:52,6 of 11,9 of 22,0 of 1,2 of 3,1 of 1,0 of 0,6 of 12,9 of 22,0 of 0,2 of 2,1 of 1,0 of 1,85.0,81.0,0.0,18.0,14.0,0.0,85.0,81.0,0.0,18.0,14.0,0.0,,,222,7,13,11,25,53.0,44.0,9,16,24,41,1,1,0,0,100.0,,6,11,9,22,0,1,2,3,1,1,0,0,6,12,9,22,0,0,2,2,1,1,0,1,PRISCILA CACHOEIRA,CHELSEA CHANDLER,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ALEX PEREZ,SUMUDAERJI,2026-05-30,,The Tibetan Eagle,NC,NC,no_contest,Could Not Continue,2,1:45,3 Rnd (5-5-5),Mark Craig,Low Blow from Sumudaerji,Flyweight Bout,,UFC Fight Night: Song vs. Figueiredo,"Macau, China",0,1,9 of 45,26 of 53,20.0,49.0,22 of 58,31 of 58,0 of 2,1 of 2,0.0,50.0,1,0,0,0,0:32,1:11,4 of 29,15 of 38,3 of 11,5 of 9,2 of 5,6 of 6,8 of 42,20 of 45,1 of 3,1 of 1,0 of 0,5 of 7,44.0,57.0,33.0,19.0,22.0,23.0,88.0,76.0,11.0,3.0,0.0,19.0,,,105,9,45,26,53,20.0,49.0,22,58,31,58,0,2,1,2,0.0,50.0,4,29,15,38,3,11,5,9,2,5,6,6,8,42,20,45,1,3,1,1,0,0,5,7,ALEX PEREZ,SUMUDAERJI,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ANGELA HILL,XIONG JINGNAN,2026-05-30,Overkill,The Panda,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Craig,Evan Field 27 - 30. Chris Lee 27 - 30. Cezary Wojciechowski 27 - 30.,Women's Strawweight Bout,,UFC Fight Night: Song vs. Figueiredo,"Macau, China",0,0,122 of 197,68 of 198,61.0,34.0,136 of 212,91 of 224,1 of 4,0 of 0,25.0,,1,0,0,0,2:06,0:07,77 of 145,33 of 146,43 of 50,21 of 34,2 of 2,14 of 18,94 of 162,58 of 180,28 of 35,10 of 18,0 of 0,0 of 0,63.0,48.0,35.0,30.0,1.0,20.0,77.0,85.0,22.0,14.0,0.0,0.0,,,300,122,197,68,198,61.0,34.0,136,212,91,224,1,4,0,0,25.0,,77,145,33,146,43,50,21,34,2,2,14,18,94,162,58,180,28,35,10,18,0,0,0,0,ANGELA HILL,XIONG JINGNAN,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AORIQILENG,CODY HADDON,2026-05-30,The Mongolian Murderer,,L,W,blue_win,KO/TKO,2,2:11,3 Rnd (5-5-5),Jason Herzog,Knee to Body In Clinch,Bantamweight Bout,,UFC Fight Night: Song vs. Figueiredo,"Macau, China",0,1,6 of 11,57 of 70,54.0,81.0,12 of 17,84 of 105,0 of 0,2 of 6,,33.0,1,0,0,0,0:00,5:30,4 of 9,46 of 59,2 of 2,10 of 10,0 of 0,1 of 1,6 of 9,8 of 17,0 of 0,4 of 4,0 of 2,45 of 49,66.0,80.0,33.0,17.0,0.0,1.0,100.0,14.0,0.0,7.0,0.0,78.0,,,131,6,11,57,70,54.0,81.0,12,17,84,105,0,0,2,6,,33.0,4,9,46,59,2,2,10,10,0,0,1,1,6,9,8,17,0,0,4,4,0,2,45,49,AORIQILENG,CODY HADDON,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
