red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_kd,blue_fighter_kd,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_td,blue_fighter_td,red_fighter_td_pct,blue_fighter_td_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,time_seconds,red_fighter_sig_str_landed,red_fighter_sig_str_attempted,blue_fighter_sig_str_landed,blue_fighter_sig_str_attempted,red_fighter_sig_str_pct_num,blue_fighter_sig_str_pct_num,red_fighter_total_str_landed,red_fighter_total_str_attempted,blue_fighter_total_str_landed,blue_fighter_total_str_attempted,red_fighter_td_landed,red_fighter_td_attempted,blue_fighter_td_landed,blue_fighter_td_attempted,red_fighter_td_pct_num,blue_fighter_td_pct_num,red_fighter_sig_str_head_landed,red_fighter_sig_str_head_attempted,blue_fighter_sig_str_head_landed,blue_fighter_sig_str_head_attempted,red_fighter_sig_str_body_landed,red_fighter_sig_str_body_attempted,blue_fighter_sig_str_body_landed,blue_fighter_sig_str_body_attempted,red_fighter_sig_str_leg_landed,red_fighter_sig_str_leg_attempted,blue_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_attempted,red_fighter_sig_str_distance_landed,red_fighter_sig_str_distance_attempted,blue_fighter_sig_str_distance_landed,blue_fighter_sig_str_distance_attempted,red_fighter_sig_str_clinch_landed,red_fighter_sig_str_clinch_attempted,blue_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_attempted,red_fighter_sig_str_ground_landed,red_fighter_sig_str_ground_attempted,blue_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_attempted,red_key,blue_key,date_key,red_odds,blue_odds,location,country,total_fight_time_secs,red_dec_odds,blue_dec_odds,red_sub_odds,blue_sub_odds,red_ko_odds,blue_ko_odds,better_rank,empty_arena,blue_match_weightclass_rank,red_match_weightclass_rank,red_women_s_flyweight_rank,red_women_s_featherweight_rank,red_women_s_strawweight_rank,red_women_s_bantamweight_rank,red_heavyweight_rank,red_light_heavyweight_rank,red_middleweight_rank,red_welterweight_rank,red_lightweight_rank,red_featherweight_rank,red_bantamweight_rank,red_flyweight_rank,red_pound_for_pound_rank,blue_women_s_flyweight_rank,blue_women_s_featherweight_rank,blue_women_s_strawweight_rank,blue_women_s_bantamweight_rank,blue_heavyweight_rank,blue_light_heavyweight_rank,blue_middleweight_rank,blue_welterweight_rank,blue_lightweight_rank,blue_featherweight_rank,blue_bantamweight_rank,blue_flyweight_rank,blue_pound_for_pound_rank,odds_match
ERNEST CHAVEZ,YOSDENIS CEDENO,2014-02-22,EJ,Pink Panther,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mark Smith 28 - 29. Tony Weeks 29 - 28. Junichiro Kamijo 27 - 30.,Lightweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,28 of 62,26 of 83,45.0,31.0,94 of 133,27 of 84,2 of 2,0 of 1,100.0,0.0,0,0,0,0,4:31,0:47,13 of 39,13 of 64,6 of 8,3 of 8,9 of 15,10 of 11,23 of 56,24 of 80,4 of 4,2 of 3,1 of 2,0 of 0,46.0,50.0,21.0,11.0,32.0,38.0,82.0,92.0,14.0,7.0,3.0,0.0,,,300,28,62,26,83,45.0,31.0,94,133,27,84,2,2,0,1,100.0,0.0,13,39,13,64,6,8,3,8,9,15,10,11,23,56,24,80,4,4,2,3,1,2,0,0,ERNEST CHAVEZ,YOSDENIS CEDENO,2014-02-22,275.0,-305.0,"Las Vegas, Nevada, USA",USA,900.0,420.0,210.0,1845.0,900.0,985.0,135.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
MIKE PYLE,TJ WALDBURGER,2014-02-22,Quicksand,,W,L,red_win,KO/TKO,3,4:03,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Mount,Welterweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,56 of 101,38 of 89,55.0,42.0,88 of 134,49 of 102,4 of 4,0 of 4,100.0,0.0,1,1,0,0,3:18,2:26,44 of 87,21 of 70,7 of 7,7 of 8,5 of 7,10 of 11,21 of 57,31 of 77,14 of 21,7 of 12,21 of 23,0 of 0,78.0,55.0,12.0,18.0,8.0,26.0,37.0,81.0,25.0,18.0,37.0,0.0,,,243,56,101,38,89,55.0,42.0,88,134,49,102,4,4,0,4,100.0,0.0,44,87,21,70,7,7,7,8,5,7,10,11,21,57,31,77,14,21,7,12,21,23,0,0,MIKE PYLE,TJ WALDBURGER,2014-02-22,-165.0,155.0,"Las Vegas, Nevada, USA",USA,843.0,350.0,400.0,675.0,550.0,140.0,675.0,Red,0.0,,15.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,both
RAFAELLO OLIVEIRA,ERIK KOCH,2014-02-22,Tractor,Phoenix,L,W,blue_win,KO/TKO,1,1:24,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Guard,Lightweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,1,1 of 6,19 of 27,16.0,70.0,1 of 6,19 of 27,0 of 0,0 of 0,,,0,0,0,0,0:00,0:23,0 of 3,19 of 27,1 of 1,0 of 0,0 of 2,0 of 0,1 of 6,3 of 6,0 of 0,0 of 0,0 of 0,16 of 21,0.0,100.0,100.0,0.0,0.0,0.0,100.0,15.0,0.0,0.0,0.0,84.0,,,84,1,6,19,27,16.0,70.0,1,6,19,27,0,0,0,0,,,0,3,19,27,1,1,0,0,0,2,0,0,1,6,3,6,0,0,0,0,0,0,16,21,RAFAELLO OLIVEIRA,ERIK KOCH,2014-02-22,423.0,-480.0,"Las Vegas, Nevada, USA",USA,84.0,753.0,240.0,1200.0,600.0,1115.0,110.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,both
RAPHAEL ASSUNCAO,PEDRO MUNHOZ,2014-02-22,,The Young Punisher,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mark Smith 27 - 30. Lester Griffin 27 - 30. Tony Weeks 27 - 30.,Bantamweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,100 of 206,33 of 100,48.0,33.0,116 of 225,41 of 109,3 of 3,0 of 1,100.0,0.0,0,1,0,0,2:06,0:00,73 of 170,6 of 56,8 of 12,12 of 21,19 of 24,15 of 23,87 of 184,33 of 98,1 of 4,0 of 2,12 of 18,0 of 0,73.0,18.0,8.0,36.0,19.0,45.0,87.0,100.0,1.0,0.0,12.0,0.0,,,300,100,206,33,100,48.0,33.0,116,225,41,109,3,3,0,1,100.0,0.0,73,170,6,56,8,12,12,21,19,24,15,23,87,184,33,98,1,4,0,2,12,18,0,0,RAPHAEL ASSUNCAO,PEDRO MUNHOZ,2014-02-22,-270.0,248.0,"Las Vegas, Nevada, USA",USA,900.0,100.0,343.0,485.0,1350.0,425.0,1925.0,Red,0.0,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,both
ROBERT WHITTAKER,STEPHEN THOMPSON,2014-02-22,The Reaper,Wonderboy,L,W,blue_win,KO/TKO,1,3:43,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head In Clinch,Welterweight Bout,perf,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,1,19 of 66,38 of 80,28.0,47.0,19 of 66,39 of 81,0 of 0,0 of 0,,,0,0,0,0,0:00,0:07,17 of 64,28 of 63,0 of 0,7 of 13,2 of 2,3 of 4,18 of 64,25 of 65,1 of 2,6 of 7,0 of 0,7 of 8,89.0,73.0,0.0,18.0,10.0,7.0,94.0,65.0,5.0,15.0,0.0,18.0,,,223,19,66,38,80,28.0,47.0,19,66,39,81,0,0,0,0,,,17,64,28,63,0,0,7,13,2,2,3,4,18,64,25,65,1,2,6,7,0,0,7,8,ROBERT WHITTAKER,STEPHEN THOMPSON,2014-02-22,120.0,-130.0,"Las Vegas, Nevada, USA",USA,223.0,350.0,215.0,725.0,1200.0,325.0,280.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
RONDA ROUSEY,SARA MCMANN,2014-02-22,Rowdy,,W,L,red_win,KO/TKO,1,1:06,5 Rnd (5-5-5-5-5),Herb Dean,Knee to Body In Clinch,UFC Women's Bantamweight Title Bout,belt,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",1,0,14 of 23,13 of 20,60.0,65.0,21 of 30,14 of 21,0 of 0,0 of 0,,,0,0,0,0,0:43,0:00,4 of 12,8 of 14,9 of 10,5 of 6,1 of 1,0 of 0,2 of 8,6 of 10,12 of 15,7 of 10,0 of 0,0 of 0,28.0,61.0,64.0,38.0,7.0,0.0,14.0,46.0,85.0,53.0,0.0,0.0,,,66,14,23,13,20,60.0,65.0,21,30,14,21,0,0,0,0,,,4,12,8,14,9,10,5,6,1,1,0,0,2,8,6,10,12,15,7,10,0,0,0,0,RONDA ROUSEY,SARA MCMANN,2014-02-22,-360.0,325.0,"Las Vegas, Nevada, USA",USA,66.0,410.0,675.0,-175.0,1500.0,700.0,725.0,Red,0.0,4.0,0.0,,,,0.0,,,,,,,,,9.0,,,,4.0,,,,,,,,,,both
RORY MACDONALD,DEMIAN MAIA,2014-02-22,Red King,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Lester Griffin 28 - 29. Chris Lee 28 - 29. Tony Weeks 28 - 29.,Welterweight Bout,fight,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,75 of 213,51 of 120,35.0,42.0,77 of 215,81 of 152,0 of 0,2 of 22,,9.0,0,0,0,0,0:07,5:00,62 of 197,37 of 103,12 of 15,7 of 9,1 of 1,7 of 8,74 of 207,30 of 95,0 of 2,0 of 0,1 of 4,21 of 25,82.0,72.0,16.0,13.0,1.0,13.0,98.0,58.0,0.0,0.0,1.0,41.0,,,300,75,213,51,120,35.0,42.0,77,215,81,152,0,0,2,22,,9.0,62,197,37,103,12,15,7,9,1,1,7,8,74,207,30,95,0,2,0,0,1,4,21,25,RORY MACDONALD,DEMIAN MAIA,2014-02-22,-290.0,260.0,"Las Vegas, Nevada, USA",USA,900.0,,400.0,,550.0,,1500.0,Red,0.0,6.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,both
ZACH MAKOVSKY,JOSH SAMPO,2014-02-22,Fun Size,The Gremlin,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Lester Griffin 27 - 30. Junichiro Kamijo 28 - 29. Marcos Rosales 27 - 30.,Flyweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,34 of 66,19 of 67,51.0,28.0,60 of 93,54 of 104,5 of 7,0 of 0,71.0,,0,0,0,0,5:29,1:31,20 of 50,7 of 49,6 of 6,6 of 10,8 of 10,6 of 8,25 of 56,13 of 52,2 of 2,3 of 10,7 of 8,3 of 5,58.0,36.0,17.0,31.0,23.0,31.0,73.0,68.0,5.0,15.0,20.0,15.0,,,300,34,66,19,67,51.0,28.0,60,93,54,104,5,7,0,0,71.0,,20,50,7,49,6,6,6,10,8,10,6,8,25,56,13,52,2,2,3,10,7,8,3,5,ZACH MAKOVSKY,JOSH SAMPO,2014-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
CHARLES OLIVEIRA,ANDY OGLE,2014-02-15,Do Bronxs,The Little Axe,W,L,red_win,Submission,3,2:40,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,Featherweight Bout,perf,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,23 of 43,21 of 49,53.0,42.0,57 of 79,34 of 62,3 of 8,1 of 2,37.0,50.0,2,0,0,0,6:08,4:28,9 of 28,16 of 42,12 of 13,4 of 6,2 of 2,1 of 1,7 of 20,12 of 34,9 of 15,5 of 8,7 of 8,4 of 7,39.0,76.0,52.0,19.0,8.0,4.0,30.0,57.0,39.0,23.0,30.0,19.0,,,160,23,43,21,49,53.0,42.0,57,79,34,62,3,8,1,2,37.0,50.0,9,28,16,42,12,13,4,6,2,2,1,1,7,20,12,34,9,15,5,8,7,8,4,7,CHARLES OLIVEIRA,ANDY OGLE,2014-02-15,-735.0,590.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,760.0,277.0,802.0,-115.0,2830.0,438.0,1500.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
CRISTIANO MARCELLO,JOE PROCTOR,2014-02-15,,,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris de Medeiros,Richard Bertrand 28 - 29. Marco Borges 28 - 29. Tony Weeks 28 - 29.,Lightweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,26 of 100,67 of 174,26.0,38.0,44 of 121,72 of 182,1 of 10,0 of 0,10.0,,1,1,0,0,3:23,0:41,12 of 65,55 of 157,7 of 20,6 of 9,7 of 15,6 of 8,20 of 85,55 of 156,5 of 13,12 of 17,1 of 2,0 of 1,46.0,82.0,26.0,8.0,26.0,8.0,76.0,82.0,19.0,17.0,3.0,0.0,,,300,26,100,67,174,26.0,38.0,44,121,72,182,1,10,0,0,10.0,,12,65,55,157,7,20,6,9,7,15,6,8,20,85,55,156,5,13,12,17,1,2,0,1,CRISTIANO MARCELLO,JOE PROCTOR,2014-02-15,230.0,-250.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,340.0,184.0,1170.0,479.0,1035.0,270.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
DOUGLAS SILVA DE ANDRADE,ZUBAIRA TUKHUGOV,2014-02-15,D Silva,Warrior,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris de Medeiros,Marco Borges 27 - 30. Richard Bertrand 28 - 29. Vinicius Lins 27 - 30.,Featherweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,27 of 97,35 of 95,27.0,36.0,27 of 97,41 of 102,0 of 0,3 of 6,,50.0,0,0,0,0,0:00,0:44,13 of 70,25 of 78,4 of 12,9 of 16,10 of 15,1 of 1,24 of 89,29 of 73,3 of 8,4 of 13,0 of 0,2 of 9,48.0,71.0,14.0,25.0,37.0,2.0,88.0,82.0,11.0,11.0,0.0,5.0,,,300,27,97,35,95,27.0,36.0,27,97,41,102,0,0,3,6,,50.0,13,70,25,78,4,12,9,16,10,15,1,1,24,89,29,73,3,8,4,13,0,0,2,9,DOUGLAS SILVA DE ANDRADE,ZUBAIRA TUKHUGOV,2014-02-15,-105.0,-105.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,380.0,,450.0,,300.0,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ERICK SILVA,TAKENORI SATO,2014-02-15,,,W,L,red_win,KO/TKO,1,0:52,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground,Welterweight Bout,perf,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,18 of 18,0 of 0,100.0,,21 of 21,0 of 0,0 of 0,0 of 2,,0.0,0,0,0,0,0:01,0:00,14 of 14,0 of 0,4 of 4,0 of 0,0 of 0,0 of 0,2 of 2,0 of 0,2 of 2,0 of 0,14 of 14,0 of 0,77.0,0.0,22.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,77.0,0.0,,,52,18,18,0,0,100.0,,21,21,0,0,0,0,0,2,,0.0,14,14,0,0,4,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,14,14,0,0,ERICK SILVA,TAKENORI SATO,2014-02-15,-1100.0,900.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,52.0,498.0,1550.0,319.0,1400.0,-150.0,2650.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
FELIPE ARANTES,MAXIMO BLANCO,2014-02-15,Sertanejo,Maxi,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Point Deducted: Low Blow by Blanco Richard Bertrand 27 - 29. Marco Borges 27 - 29. Tony Weeks 27 - 29.,Featherweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",1,0,39 of 97,44 of 108,40.0,40.0,47 of 105,73 of 140,1 of 3,3 of 6,33.0,50.0,1,0,0,0,2:55,3:33,24 of 72,15 of 67,10 of 16,18 of 28,5 of 9,11 of 13,20 of 63,31 of 77,15 of 25,12 of 26,4 of 9,1 of 5,61.0,34.0,25.0,40.0,12.0,25.0,51.0,70.0,38.0,27.0,10.0,2.0,,,300,39,97,44,108,40.0,40.0,47,105,73,140,1,3,3,6,33.0,50.0,24,72,15,67,10,16,18,28,5,9,11,13,20,63,31,77,15,25,12,26,4,9,1,5,FELIPE ARANTES,MAXIMO BLANCO,2014-02-15,100.0,-110.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,225.0,261.0,873.0,944.0,445.0,350.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
FRANCISCO TRINALDO,JESSE RONSON,2014-02-15,Massaranduba,The Body Snatcher,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Vinicius Lins 28 - 29. Marco Borges 29 - 28. Tony Weeks 27 - 30.,Lightweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,55 of 148,53 of 126,37.0,42.0,61 of 154,56 of 129,1 of 4,0 of 2,25.0,0.0,0,0,0,0,1:58,0:36,23 of 110,21 of 82,15 of 18,18 of 29,17 of 20,14 of 15,38 of 126,46 of 117,8 of 13,7 of 9,9 of 9,0 of 0,41.0,39.0,27.0,33.0,30.0,26.0,69.0,86.0,14.0,13.0,16.0,0.0,,,300,55,148,53,126,37.0,42.0,61,154,56,129,1,4,0,2,25.0,0.0,23,110,21,82,15,18,18,29,17,20,14,15,38,126,46,117,8,13,7,9,9,9,0,0,FRANCISCO TRINALDO,JESSE RONSON,2014-02-15,-155.0,145.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,425.0,350.0,200.0,757.0,474.0,450.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ILDEMAR ALCANTARA,ALBERT TUMENOV,2014-02-15,Marajo,Einstein,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Marco Borges 29 - 28. Tony Weeks 28 - 29. Vinicius Lins 27 - 30.,Welterweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,50 of 87,32 of 71,57.0,45.0,75 of 115,50 of 99,4 of 7,1 of 1,57.0,100.0,0,0,0,1,5:22,2:14,31 of 61,27 of 64,10 of 17,3 of 5,9 of 9,2 of 2,23 of 52,12 of 36,14 of 15,6 of 7,13 of 20,14 of 28,62.0,84.0,20.0,9.0,18.0,6.0,46.0,37.0,28.0,18.0,26.0,43.0,,,300,50,87,32,71,57.0,45.0,75,115,50,99,4,7,1,1,57.0,100.0,31,61,27,64,10,17,3,5,9,9,2,2,23,52,12,36,14,15,6,7,13,20,14,28,ILDEMAR ALCANTARA,ALBERT TUMENOV,2014-02-15,195.0,-215.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,190.0,253.0,601.0,1695.0,250.0,130.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
IURI ALCANTARA,WILSON REIS,2014-02-15,Marajo,,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Osiris de Medeiros,Tony Weeks 29 - 28. Richard Bertrand 27 - 30. Vinicius Lins 27 - 30.,Bantamweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",1,0,42 of 76,23 of 61,55.0,37.0,84 of 128,66 of 110,2 of 3,3 of 7,66.0,42.0,0,0,1,1,3:43,6:45,38 of 69,16 of 47,2 of 3,0 of 0,2 of 4,7 of 14,15 of 34,9 of 38,3 of 5,3 of 4,24 of 37,11 of 19,90.0,69.0,4.0,0.0,4.0,30.0,35.0,39.0,7.0,13.0,57.0,47.0,,,300,42,76,23,61,55.0,37.0,84,128,66,110,2,3,3,7,66.0,42.0,38,69,16,47,2,3,0,0,2,4,7,14,15,34,9,38,3,5,3,4,24,37,11,19,IURI ALCANTARA,WILSON REIS,2014-02-15,-215.0,195.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,190.0,325.0,601.0,835.0,250.0,935.0,Red,0.0,,10.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,both
JACARE SOUZA,FRANCIS CARMONT,2014-02-15,,Limitless,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Richard Bertrand 28 - 29. 28 - 29. 27 - 30.,Middleweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,16 of 47,19 of 71,34.0,26.0,51 of 89,44 of 107,2 of 4,0 of 1,50.0,0.0,3,0,0,1,8:39,0:14,10 of 39,14 of 59,4 of 6,2 of 7,2 of 2,3 of 5,7 of 35,19 of 70,3 of 3,0 of 1,6 of 9,0 of 0,62.0,73.0,25.0,10.0,12.0,15.0,43.0,100.0,18.0,0.0,37.0,0.0,,,300,16,47,19,71,34.0,26.0,51,89,44,107,2,4,0,1,50.0,0.0,10,39,14,59,4,6,2,7,2,2,3,5,7,35,19,70,3,3,0,1,6,9,0,0,JACARE SOUZA,FRANCIS CARMONT,2014-02-15,-500.0,435.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,300.0,525.0,155.0,2500.0,220.0,1250.0,Blue,0.0,8.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,both
LYOTO MACHIDA,GEGARD MOUSASI,2014-02-15,The Dragon,,W,L,red_win,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mario Yamasaki,Richard Bertrand 46 - 49. Vinicius Lins 45 - 50. Tony Weeks 45 - 50.,Middleweight Bout,fight,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,28 of 101,36 of 106,27.0,33.0,35 of 108,66 of 138,1 of 2,0 of 3,50.0,0.0,0,0,0,1,3:10,1:43,16 of 75,19 of 80,6 of 17,4 of 9,6 of 9,13 of 17,25 of 97,28 of 90,0 of 1,3 of 8,3 of 3,5 of 8,57.0,52.0,21.0,11.0,21.0,36.0,89.0,77.0,0.0,8.0,10.0,13.0,,,300,28,101,36,106,27.0,33.0,35,108,66,138,1,2,0,3,50.0,0.0,16,75,19,80,6,17,4,9,6,9,13,17,25,97,28,90,0,1,3,8,3,3,5,8,LYOTO MACHIDA,GEGARD MOUSASI,2014-02-15,-210.0,190.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,1500.0,135.0,450.0,1050.0,1200.0,250.0,450.0,Red,0.0,,4.0,,,,,,14.0,4.0,,,,,,,,,,,,9.0,,,,,,,,both
RODRIGO DAMM,IVAN JORGE,2014-02-15,,Batman,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Richard Bertrand 28 - 29. Marco Borges 28 - 29. Vinicius Lins 28 - 29.,Lightweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",0,0,68 of 170,63 of 159,40.0,39.0,69 of 171,68 of 164,1 of 1,0 of 9,100.0,0.0,1,1,0,1,0:11,1:58,56 of 151,42 of 128,3 of 9,12 of 19,9 of 10,9 of 12,61 of 158,56 of 144,4 of 7,7 of 15,3 of 5,0 of 0,82.0,66.0,4.0,19.0,13.0,14.0,89.0,88.0,5.0,11.0,4.0,0.0,,,300,68,170,63,159,40.0,39.0,69,171,68,164,1,1,0,9,100.0,0.0,56,151,42,128,3,9,12,19,9,10,9,12,61,158,56,144,4,7,7,15,3,5,0,0,RODRIGO DAMM,IVAN JORGE,2014-02-15,150.0,-160.0,"Jaragua do Sul, Santa Catarina, Brazil",Brazil,900.0,250.0,178.0,1240.0,402.0,700.0,550.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
VISCARDI ANDRADE,NICHOLAS MUSOKE,2014-02-15,,Nico,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Richard Bertrand 28 - 29. Marco Borges 28 - 29. Vinicius Lins 28 - 29.,Welterweight Bout,,UFC Fight Night: Machida vs Mousasi,"Jaragua do Sul, Santa Catarina, Brazil",1,0,24 of 69,45 of 103,34.0,43.0,68 of 116,77 of 140,1 of 2,2 of 5,50.0,40.0,0,0,0,0,2:33,7:55,17 of 57,36 of 86,3 of 7,5 of 12,4 of 5,4 of 5,10 of 43,26 of 75,3 of 5,8 of 13,11 of 21,11 of 15,70.0,80.0,12.0,11.0,16.0,8.0,41.0,57.0,12.0,17.0,45.0,24.0,,,300,24,69,45,103,34.0,43.0,68,116,77,140,1,2,2,5,50.0,40.0,17,57,36,86,3,7,5,12,4,5,4,5,10,43,26,75,3,5,8,13,11,21,11,15,VISCARDI ANDRADE,NICHOLAS MUSOKE,2014-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AL IAQUINTA,KEVIN LEE,2014-02-01,Raging,The Motown Phenom,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Michelle Agustin 28 - 29. Eric Colon 28 - 29. Dave Tirelli 27 - 28.,Lightweight Bout,,UFC 169: Barao vs Faber 2,"Newark, New Jersey, USA",1,0,49 of 122,39 of 142,40.0,27.0,50 of 125,51 of 155,0 of 1,1 of 8,0.0,12.0,1,2,0,0,1:48,4:10,41 of 106,32 of 131,6 of 13,6 of 10,2 of 3,1 of 1,47 of 120,28 of 124,0 of 0,0 of 3,2 of 2,11 of 15,83.0,82.0,12.0,15.0,4.0,2.0,95.0,71.0,0.0,0.0,4.0,28.0,,,300,49,122,39,142,40.0,27.0,50,125,51,155,0,1,1,8,0.0,12.0,41,106,32,131,6,13,6,10,2,3,1,1,47,120,28,124,0,0,0,3,2,2,11,15,AL IAQUINTA,KEVIN LEE,2014-02-01,-150.0,140.0,"Newark, New Jersey, USA",USA,900.0,160.0,341.0,595.0,350.0,495.0,1140.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
