winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_kd,delta_sig_str_pct,delta_total_str_pct,delta_td_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs,time_seconds
BEN ROTHWELL,JOSH BARNETT,2016-01-30,Submission,2.0,3:48,3 Rnd (5-5-5),Heavyweight Bout,UFC on FOX: Johnson vs. Bader,"Newark, New Jersey, USA",Orthodox,Orthodox,blue,0.0,-13.0,-11.04,0.0,1.0,0.0,-21.0,-9.21,-23.21,0.0,-13.92,-40.0,0.0,8.0,-20.0,12.0,6.0,-5.0,0.0,2.54,0.0,0.35,-9.0,2.46,-11.0,-0.63,-22.0,14.0,-1.1,228
RANDY BROWN,MATT DWYER,2016-01-30,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Johnson vs. Bader,"Newark, New Jersey, USA",Orthodox,Orthodox,blue,0.0,-3.0,0.5,13.0,1.0,0.0,40.0,11.09,19.69,-37.5,-13.17,12.64,100.0,30.0,5.0,-36.0,-26.0,21.0,4.0,-2.54,5.08,1.82,13.0,0.11,-1.0,0.27,24.0,14.0,0.5,300
DIEGO FERREIRA,OLIVIER AUBIN-MERCIER,2016-01-30,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC on FOX: Johnson vs. Bader,"Newark, New Jersey, USA",Orthodox,Southpaw,blue,0.0,-10.0,1.96,-20.0,0.0,1.0,187.0,-11.98,-9.37,-12.5,-12.18,-10.0,50.0,-9.0,2.0,6.0,-7.0,1.0,5.0,0.0,10.16,2.37,-14.0,0.29,3.0,-1.47,-7.0,-2.0,0.4,300
RAFAEL NATAL,KEVIN CASEY,2016-01-30,KO/TKO,3.0,3:37,3 Rnd (5-5-5),Middleweight Bout,UFC on FOX: Johnson vs. Bader,"Newark, New Jersey, USA",Orthodox,Southpaw,red,1.0,30.0,26.33,57.0,0.0,0.0,202.0,33.72,-11.9,50.0,19.04,-22.22,72.09,17.0,-22.0,5.0,-46.0,-13.0,57.0,2.54,0.0,0.83,-6.0,-1.28,11.0,1.76,12.0,50.0,0.1,217
BRYAN BARBERENA,SAGE NORTHCUTT,2016-01-30,Submission,2.0,3:06,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Johnson vs. Bader,"Newark, New Jersey, USA",Southpaw,Orthodox,blue,0.0,14.0,23.07,80.0,1.0,0.0,111.0,26.94,-50.0,-26.67,-3.26,-38.1,-5.56,27.0,-24.0,-4.0,-40.0,-20.0,60.0,0.0,2.54,1.9,-4.0,2.74,-13.0,-1.58,-6.0,19.0,-0.1,186
TAREC SAFFIEDINE,JAKE ELLENBERGER,2016-01-30,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Johnson vs. Bader,"Newark, New Jersey, USA",Switch,Orthodox,red,0.0,11.0,7.18,0.0,0.0,0.0,7.0,2.46,9.8,100.0,14.03,0.0,0.0,-25.0,4.0,20.0,15.0,-15.0,0.0,2.54,-2.54,1.58,8.0,0.23,2.0,-1.52,-11.0,-2.0,-0.3,300
EDDIE ALVAREZ,ANTHONY PETTIS,2016-01-17,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,blue,0.0,-5.0,-9.1,40.0,0.0,0.0,457.0,-8.98,1.67,-9.09,-7.65,25.0,75.0,-11.0,5.0,6.0,-4.0,-3.0,7.0,-2.54,-7.62,1.27,-6.0,0.95,1.0,2.31,-14.0,32.0,-0.6,300
CHARLES ROSA,KYLE BOCHNIAK,2016-01-17,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Switch,Orthodox,red,-1.0,-1.0,-0.69,-8.0,0.0,0.0,20.0,-2.36,0.0,-20.24,-0.99,26.99,-50.0,-13.0,7.0,6.0,6.0,-2.0,-3.0,5.08,-2.54,0.48,6.0,-1.33,-10.0,0.62,17.0,-22.0,1.0,300
CHRIS WADE,MEHDI BAGHDAD,2016-01-17,Submission,1.0,4:30,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,red,0.0,18.0,35.64,100.0,1.0,0.0,255.0,13.33,0.0,100.0,33.33,0.0,-60.0,-20.0,0.0,20.0,20.0,0.0,-20.0,-7.62,,-1.43,23.0,-2.81,5.0,2.6,51.0,22.0,1.1,270
FRANCIMAR BARROSO,ELVIS MUTAPCIC,2016-01-17,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,red,0.0,29.0,24.26,10.0,0.0,0.0,193.0,27.28,0.0,38.89,33.79,28.78,-20.0,2.0,-24.0,23.0,20.0,-7.0,-13.0,2.54,7.62,-0.64,12.0,-1.2,21.0,2.22,24.0,2.0,0.0,300
ILIR LATIFI,SEAN O'CONNELL,2016-01-17,KO/TKO,1.0,0:30,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,red,1.0,33.0,33.34,0.0,0.0,0.0,1.0,33.34,0.0,0.0,33.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-2.54,-3.45,-8.0,-3.93,11.0,2.02,32.0,70.0,-0.1,30
LUKE SANDERS,MAXIMO BLANCO,2016-01-17,Submission,1.0,3:38,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Southpaw,Orthodox,blue,1.0,13.0,12.6,-100.0,0.0,0.0,-17.0,42.0,0.0,-20.0,12.57,0.0,100.0,68.0,-40.0,-28.0,-8.0,0.0,7.0,-5.08,-10.16,2.1,7.0,0.92,-13.0,-1.54,-16.0,3.0,0.0,218
PATRICK COTE,BEN SAUNDERS,2016-01-17,KO/TKO,2.0,1:14,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,red,1.0,26.0,-0.96,-100.0,1.0,1.0,-4.0,48.23,-33.34,70.0,19.57,-18.18,-23.08,37.0,-54.0,16.0,-33.0,-6.0,38.0,-7.62,-5.08,-0.42,-2.0,-0.37,-3.0,0.48,-20.0,-23.0,-1.1,74
PAUL FELDER,DARON CRUICKSHANK,2016-01-17,Submission,3.0,3:56,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Switch,red,0.0,-3.0,-3.12,13.0,3.0,0.0,192.0,0.91,-6.66,10.71,-23.93,-4.0,34.0,13.0,-17.0,4.0,-45.0,2.0,42.0,7.62,-5.08,0.82,6.0,0.46,-9.0,-1.75,-13.0,4.0,0.0,236
ROB FONT,JOEY GOMEZ,2016-01-17,KO/TKO,2.0,4:13,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,red,1.0,26.0,23.37,-80.0,0.0,0.0,42.0,20.18,35.0,-33.33,27.65,6.25,0.0,-11.0,19.0,-9.0,15.0,-15.0,0.0,-5.08,0.0,1.48,-7.0,0.5,12.0,-0.8,8.0,48.0,0.8,253
FRANCISCO TRINALDO,ROSS PEARSON,2016-01-17,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Southpaw,Orthodox,blue,0.0,13.0,10.53,-67.0,0.0,0.0,4.0,21.99,14.57,-5.71,9.51,26.67,-75.0,34.0,-21.0,-14.0,-14.0,24.0,-10.0,2.54,2.54,-0.57,4.0,-1.53,-2.0,0.35,11.0,-14.0,0.6,300
ED HERMAN,TIM BOETSCH,2016-01-17,KO/TKO,2.0,1:39,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,blue,1.0,15.0,15.16,0.0,0.0,0.0,8.0,17.21,-1.43,14.29,6.46,31.75,100.0,6.0,-4.0,-3.0,-26.0,20.0,6.0,2.54,7.62,0.39,-1.0,0.45,-14.0,0.76,14.0,1.0,0.4,99
DOMINICK CRUZ,TJ DILLASHAW,2016-01-17,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Bantamweight Title Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Orthodox,blue,0.0,11.0,8.87,24.0,0.0,0.0,-38.0,15.74,7.88,11.54,10.5,37.18,-100.0,28.0,-12.0,-16.0,2.0,-1.0,0.0,5.08,2.54,-1.72,-9.0,-0.61,7.0,1.31,9.0,-3.0,-0.9,300
TRAVIS BROWNE,MATT MITRIONE,2016-01-17,KO/TKO,3.0,4:09,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Dillashaw vs Cruz,"Boston, Massachusetts, USA",Orthodox,Switch,red,-1.0,0.0,4.03,66.0,0.0,0.0,167.0,11.09,-45.45,-50.0,-12.7,60.0,64.1,9.0,24.0,-34.0,-47.0,-2.0,49.0,7.62,-7.62,-0.62,-9.0,1.52,-22.0,1.21,68.0,20.0,-0.5,249
ABEL TRUJILLO,TONY SIMS,2016-01-02,Submission,1.0,3:18,3 Rnd (5-5-5),Lightweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,-5.0,-5.31,-100.0,1.0,0.0,5.0,-16.67,66.67,0.0,-11.67,100.0,0.0,-50.0,50.0,0.0,-25.0,25.0,0.0,-7.62,0.0,0.84,-22.0,1.55,-6.0,1.47,-5.0,-10.0,-0.3,198
BRIAN ORTEGA,DIEGO BRANDAO,2016-01-02,Submission,3.0,1:37,3 Rnd (5-5-5),Featherweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Switch,Orthodox,blue,0.0,-25.0,-23.64,-66.0,2.0,0.0,81.0,-23.9,-33.02,-80.0,-25.83,100.0,-55.56,-5.0,20.0,-14.0,5.0,3.0,-8.0,2.54,12.7,1.35,-9.0,2.9,-10.0,-2.41,-47.0,-24.0,0.5,97
DUSTIN POIRIER,JOE DUFFY,2016-01-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,15.0,8.74,57.0,-1.0,0.0,554.0,16.41,-12.5,-12.5,11.1,-1.54,-32.5,2.0,-9.0,7.0,-27.0,-5.0,32.0,-2.54,-2.54,2.91,16.0,0.39,0.0,0.51,-30.0,-3.0,0.6,300
MICHINORI TANAKA,JOE SOTO,2016-01-02,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-33.0,-37.35,17.0,-4.0,0.0,292.0,-35.52,19.04,23.53,-36.2,0.0,-28.57,4.0,5.0,-10.0,-12.0,0.0,12.0,-2.54,5.08,-1.39,-4.0,-3.38,-17.0,1.55,17.0,-27.0,-1.7,300
JUSTINE KISH,NINA NUNES,2016-01-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,1.0,3.56,-20.0,0.0,-1.0,10.0,5.13,4.34,-27.47,-3.5,5.73,33.33,8.0,-5.0,-3.0,-13.0,7.0,5.0,,,,,,,,,,,300
ALEX MORONO,KYLE NOKE,2016-01-02,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,-10.0,-2.17,-33.0,1.0,0.0,-123.0,0.14,7.85,-18.18,-9.4,9.09,9.41,39.0,-20.0,-19.0,7.0,4.0,-11.0,-5.08,-10.16,1.73,-8.0,1.6,-8.0,-1.09,-26.0,-19.0,-0.4,300
ALBERT TUMENOV,LORENZ LARKIN,2016-01-02,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-5.0,-5.34,0.0,0.0,0.0,3.0,16.85,3.03,20.34,-6.44,25.0,0.0,51.0,11.0,-62.0,-5.0,5.0,0.0,0.0,2.54,0.23,-4.0,0.6,-5.0,-0.07,-22.0,-4.0,-0.1,300
MICHAEL MCDONALD,MASANORI KANEHARA,2016-01-02,Submission,2.0,2:09,3 Rnd (5-5-5),Bantamweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-50.0,-52.2,-100.0,1.0,0.0,-336.0,-26.67,-100.0,50.0,-21.54,0.0,-100.0,54.0,-73.0,20.0,80.0,0.0,-80.0,5.08,7.62,0.81,-7.0,1.13,-5.0,-0.35,16.0,-11.0,0.5,129
ROBBIE LAWLER,CARLOS CONDIT,2016-01-02,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Welterweight Title Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,16.0,16.64,0.0,0.0,0.0,31.0,23.29,40.51,25.0,16.34,13.75,50.0,35.0,-19.0,-15.0,-2.0,0.0,2.0,-7.62,-2.54,-0.13,6.0,1.67,4.0,0.06,10.0,25.0,-1.0,300
DREW DOBER,SCOTT HOLTZMAN,2016-01-02,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,0.0,-15.0,-15.76,-5.0,0.0,0.0,74.0,-16.05,-4.76,75.0,-6.43,-23.81,-6.66,-6.0,-2.0,8.0,17.0,1.0,-17.0,-2.54,2.54,-0.11,-9.0,0.4,0.0,-1.36,-41.0,-11.0,-0.1,300
SHELDON WESTCOTT,EDGAR GARCIA,2016-01-02,KO/TKO,1.0,3:12,3 Rnd (5-5-5),Welterweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,8.0,18.84,100.0,0.0,0.0,147.0,9.53,0.0,0.0,-33.33,0.0,45.21,0.0,0.0,0.0,-100.0,0.0,100.0,7.62,0.0,-0.9,11.0,-0.5,-23.0,1.02,-20.0,-36.0,-0.6,192
STIPE MIOCIC,ANDREI ARLOVSKI,2016-01-02,KO/TKO,1.0,0:54,3 Rnd (5-5-5),Heavyweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,15.0,15.0,0.0,0.0,0.0,2.0,6.66,0.0,-75.0,7.95,-50.0,100.0,43.0,0.0,-42.0,-40.0,-5.0,45.0,2.54,7.62,1.42,8.0,0.92,-2.0,1.45,-2.0,-8.0,-0.3,54
NATE MARQUARDT,CB DOLLAWAY,2015-12-19,KO/TKO,2.0,0:28,3 Rnd (5-5-5),Middleweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,blue,1.0,17.0,16.4,0.0,0.0,0.0,1.0,-4.17,27.78,16.66,18.5,0.0,100.0,-35.0,17.0,18.0,7.0,-14.0,6.0,-5.08,-5.08,0.06,2.0,-0.26,1.0,-1.68,-3.0,8.0,-0.4,28
CHARLES OLIVEIRA,MYLES JURY,2015-12-19,Submission,1.0,3:05,3 Rnd (5-5-5),Featherweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,red,0.0,19.0,31.25,100.0,1.0,0.0,-85.0,-21.43,-25.0,0.0,18.75,0.0,0.0,-60.0,40.0,20.0,0.0,0.0,0.0,0.0,2.54,0.28,10.0,0.78,-12.0,0.48,-11.0,7.0,2.5,185
FRANCIS NGANNOU,LUIS HENRIQUE,2015-12-19,KO/TKO,2.0,2:53,3 Rnd (5-5-5),Heavyweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,red,1.0,5.0,-17.98,-16.0,0.0,0.0,-287.0,0.0,100.0,75.0,-5.56,100.0,55.56,-24.0,12.0,12.0,-36.0,16.0,20.0,5.08,22.86,0.42,-6.0,-0.19,0.0,-3.09,-36.0,21.0,-0.5,173
VICENTE LUQUE,HAYDER HASSAN,2015-12-19,Submission,1.0,2:13,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,,blue,0.0,-7.0,-7.42,0.0,1.0,0.0,22.0,-12.86,0.0,33.33,-7.42,0.0,0.0,-10.0,-1.0,12.0,0.0,0.0,0.0,2.54,,2.69,4.0,2.08,3.0,0.89,48.0,34.0,0.7,133
TAMDAN MCCRORY,JOSH SAMMAN,2015-12-19,Submission,3.0,4:10,3 Rnd (5-5-5),Middleweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Switch,Orthodox,blue,0.0,21.0,6.76,0.0,1.0,0.0,56.0,33.47,-25.0,-100.0,52.38,75.0,-1.09,32.0,-23.0,-10.0,-5.0,7.0,-3.0,2.54,-7.62,-0.01,-3.0,-0.87,12.0,1.19,17.0,0.0,2.1,250
ALISTAIR OVEREEM,JUNIOR DOS SANTOS,2015-12-19,KO/TKO,2.0,4:43,3 Rnd (5-5-5),Heavyweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,blue,1.0,27.0,26.59,0.0,0.0,0.0,3.0,23.33,11.67,27.5,23.96,0.0,100.0,-20.0,-10.0,30.0,-13.0,0.0,12.0,0.0,7.62,-0.82,17.0,-0.89,1.0,1.12,5.0,-8.0,0.7,283
KAMARU USMAN,LEON EDWARDS,2015-12-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Switch,Southpaw,red,0.0,15.0,23.57,46.0,0.0,0.0,606.0,14.74,-5.71,-20.0,0.5,-7.5,-28.57,-7.0,2.0,5.0,-43.0,-1.0,45.0,-5.08,5.08,2.1,7.0,0.3,3.0,1.87,17.0,30.0,-0.3,300
NATE DIAZ,MICHAEL JOHNSON,2015-12-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Southpaw,Southpaw,blue,0.0,17.0,17.32,-100.0,0.0,0.0,-19.0,25.67,13.27,12.61,15.84,100.0,0.0,46.0,-23.0,-23.0,-4.0,3.0,0.0,5.08,7.62,0.41,7.0,-0.04,-5.0,0.7,-15.0,-35.0,1.3,300
NIK LENTZ,DANNY CASTILLO,2015-12-19,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,red,0.0,-1.0,1.41,17.0,2.0,0.0,-118.0,-4.34,-16.0,-2.38,-0.87,-32.77,0.0,-18.0,20.0,-2.0,-5.0,5.0,0.0,-2.54,-7.62,0.87,5.0,1.29,-12.0,0.35,-6.0,-20.0,1.0,300
RAFAEL DOS ANJOS,DONALD CERRONE,2015-12-19,KO/TKO,1.0,1:06,5 Rnd (5-5-5-5-5),UFC Lightweight Title Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Southpaw,Orthodox,red,0.0,2.0,1.95,0.0,0.0,0.0,9.0,13.85,0.0,0.0,4.15,50.0,54.55,30.0,-10.0,-22.0,-27.0,3.0,23.0,-12.7,-7.62,-0.94,0.0,-1.24,8.0,0.74,4.0,-15.0,-0.6,66
KAROLINA KOWALKIEWICZ,RANDA MARKOS,2015-12-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,blue,0.0,5.0,3.35,-11.0,0.0,0.0,-231.0,3.59,57.14,-22.22,-1.01,40.0,83.33,-1.0,13.0,-11.0,-20.0,5.0,15.0,-2.54,2.54,2.42,-2.0,2.45,-3.0,-1.13,-16.0,18.0,-0.1,300
VALENTINA SHEVCHENKO,SARAH KAUFMAN,2015-12-19,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Southpaw,Orthodox,blue,0.0,11.0,2.06,19.0,0.0,0.0,83.0,18.56,32.73,-9.62,0.0,44.12,-10.0,14.0,18.0,-31.0,-7.0,28.0,-21.0,0.0,0.0,-3.67,4.0,-1.97,0.0,1.83,1.0,-6.0,0.3,300
LUKE ROCKHOLD,CHRIS WEIDMAN,2015-12-12,KO/TKO,4.0,3:12,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,0.0,1.0,2.92,0.0,1.0,0.0,63.0,12.13,-12.92,0.0,-6.69,-30.77,-23.16,24.0,-23.0,-1.0,-49.0,-7.0,55.0,2.54,-2.54,1.15,5.0,-0.72,4.0,-3.26,-17.0,3.0,0.2,192
COURT MCGEE,MARCIO ALEXANDRE JUNIOR,2015-12-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,11.0,19.06,15.0,-1.0,0.0,418.0,8.46,-5.38,0.0,2.76,50.0,86.36,-4.0,-21.0,24.0,-37.0,3.0,32.0,-2.54,0.0,3.29,-9.0,1.05,19.0,1.25,1.0,-3.0,-0.3,300
DEMIAN MAIA,GUNNAR NELSON,2015-12-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Southpaw,Switch,red,0.0,31.0,14.28,-75.0,1.0,-1.0,522.0,30.36,100.0,0.0,25.0,100.0,30.0,-5.0,4.0,0.0,-44.0,8.0,35.0,5.08,0.0,0.11,-14.0,-1.3,14.0,0.83,-29.0,-5.0,0.1,300
YOEL ROMERO,JACARE SOUZA,2015-12-12,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,1.0,-7.0,-8.84,-14.0,0.0,0.0,-35.0,0.54,4.76,-33.33,-2.0,0.0,-46.34,27.0,-26.0,-2.0,-21.0,0.0,21.0,-2.54,2.54,0.91,3.0,0.2,-2.0,-0.98,-9.0,18.0,-1.4,300
MAGOMED MUSTAFAEV,JOE PROCTOR,2015-12-12,KO/TKO,1.0,1:54,3 Rnd (5-5-5),Lightweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-3.0,1.74,0.0,0.0,0.0,6.0,16.23,0.0,0.0,-16.67,0.0,100.0,39.0,0.0,-39.0,-38.0,11.0,27.0,-5.08,-2.54,-0.8,22.0,-1.25,-18.0,3.31,50.0,-47.0,-1.4,114
YANCY MEDEIROS,JOHN MAKDESSI,2015-12-12,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-29.0,-28.31,0.0,0.0,0.0,14.0,-16.35,-10.21,-3.29,-28.93,50.0,0.0,29.0,-25.0,-4.0,-2.0,2.0,0.0,5.08,17.78,-1.31,-16.0,1.62,-24.0,0.12,25.0,-12.0,0.5,300
CONOR MCGREGOR,JOSE ALDO,2015-12-12,KO/TKO,1.0,0:13,5 Rnd (5-5-5-5-5),UFC Featherweight Title Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,1.0,50.0,50.0,0.0,0.0,0.0,2.0,66.67,0.0,100.0,41.67,0.0,100.0,-20.0,0.0,20.0,-40.0,0.0,40.0,5.08,10.16,1.87,4.0,1.02,-7.0,0.13,-1.0,-24.0,-0.1,13
LEONARDO SANTOS,KEVIN LEE,2015-12-12,KO/TKO,1.0,3:26,3 Rnd (5-5-5),Lightweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,45.0,44.93,100.0,0.0,0.0,30.0,45.39,16.67,100.0,38.26,0.0,77.78,18.0,-32.0,12.0,-44.0,0.0,43.0,7.62,-5.08,-1.25,2.0,-0.46,7.0,-2.14,-14.0,14.0,-0.5,206
MAX HOLLOWAY,JEREMY STEPHENS,2015-12-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,8.0,10.2,100.0,0.0,0.0,77.0,30.13,-7.98,7.69,-1.09,55.0,90.0,45.0,-2.0,-43.0,-22.0,6.0,15.0,5.08,-5.08,4.13,6.0,1.33,3.0,-0.89,33.0,23.0,-0.1,300
TECIA PENNINGTON,JOCELYN JONES-LYBARGER,2015-12-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,30.0,26.93,0.0,0.0,0.0,195.0,40.52,-16.67,0.0,30.21,15.0,-18.18,36.0,-25.0,-10.0,-8.0,6.0,1.0,,,,,,,,,,,300
URIJAH FABER,FRANKIE SAENZ,2015-12-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,19.0,18.62,15.0,0.0,-1.0,-6.0,28.34,19.48,15.38,8.84,25.75,66.67,27.0,4.0,-31.0,-24.0,25.0,0.0,0.0,2.54,-1.29,-7.0,-0.91,12.0,-0.2,-1.0,-3.0,0.7,300
WARLLEY ALVES,COLBY COVINGTON,2015-12-12,Submission,1.0,1:26,3 Rnd (5-5-5),Welterweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-50.0,-50.0,-50.0,1.0,0.0,-63.0,-100.0,100.0,100.0,66.67,-100.0,-100.0,-100.0,50.0,50.0,100.0,-50.0,-50.0,0.0,0.0,-1.03,9.0,0.76,-5.0,-3.13,4.0,0.0,0.9,86
