fighter_name,height,weight,reach,stance,date_of_birth,slpm,str_acc,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_def,sub_avg,str_acc_num,takedowns_acc_num,weight_lbs,reach_inches
Townsend Saunders,"5' 5""",170 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,1983-04-13,3.23,50%,3.58,51%,0.2,40%,66%,1.3,50.0,40.0,170.0,77.0
Chris Saunders,"5' 8""",155 lbs.,,,1986-03-11,1.48,22%,2.96,75%,3.7,100%,0%,0.0,22.0,100.0,155.0,
Chad W. Saunders,"5' 10""",170 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Lumumba Sayers,"6' 0""",185 lbs.,,,1978-06-30,2.54,41%,2.37,48%,7.63,75%,0%,2.5,41.0,75.0,185.0,
Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,1994-02-21,5.44,42%,3.13,61%,0.0,0%,81%,0.4,42.0,0.0,145.0,68.0
Brandon Sayles,"6' 5""",265 lbs.,,,1981-04-23,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,265.0,
Mark Scanlon,"5' 9""",170 lbs.,,Orthodox,,2.2,35%,3.33,48%,3.0,75%,25%,2.0,35.0,75.0,170.0,
Eric Schafer,"6' 3""",185 lbs.,"76""",Orthodox,1977-09-20,1.89,34%,3.38,56%,1.81,36%,50%,1.8,34.0,36.0,185.0,76.0
Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,1983-03-18,2.92,37%,2.22,57%,2.32,46%,72%,0.4,37.0,46.0,245.0,78.0
Kerry Schall,"6' 2""",265 lbs.,,Orthodox,1971-08-09,0.94,11%,4.84,63%,0.0,0%,0%,0.0,11.0,0.0,265.0,
Eric Schambari,"5' 11""",185 lbs.,,Orthodox,1978-04-22,1.43,42%,1.07,54%,3.0,42%,0%,1.0,42.0,42.0,185.0,
Matheus Scheffel,"6' 2""",205 lbs.,,,1992-04-11,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Antonio Schembri,"5' 9""",205 lbs.,,Orthodox,1974-06-01,0.72,26%,2.12,55%,1.31,40%,0%,0.4,26.0,40.0,205.0,
Fabiano Scherner,"6' 3""",257 lbs.,,Orthodox,1972-06-30,1.31,31%,3.2,38%,1.09,33%,40%,0.0,31.0,33.0,257.0,
Joe Schilling,"6' 3""",185 lbs.,,,,2.84,52%,2.64,48%,0.0,0%,44%,0.0,52.0,0.0,185.0,
Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,1975-12-24,1.68,34%,2.62,38%,0.94,50%,66%,0.9,34.0,50.0,155.0,
Semmy Schilt,"6' 10""",265 lbs.,,Orthodox,1973-10-27,1.2,50%,1.31,53%,0.0,0%,47%,1.1,50.0,0.0,265.0,
Adam Schindler,"5' 8""",155 lbs.,,,1983-05-19,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Daniel Schmitt,,185 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Colleen Schneider,,135 lbs.,,,,2.17,48%,2.5,50%,2.5,50%,60%,0.0,48.0,50.0,135.0,
Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,1990-01-15,4.2,36%,4.02,62%,0.48,33%,53%,1.2,36.0,33.0,125.0,70.0
Darrill Schoonover,"6' 2""",220 lbs.,,Orthodox,1985-07-18,1.2,33%,4.35,38%,0.0,0%,50%,1.1,33.0,0.0,220.0,
Alex Schoenauer,"6' 3""",185 lbs.,,Orthodox,1976-05-05,1.22,40%,2.27,42%,0.0,0%,22%,4.9,40.0,0.0,185.0,
Bob Schrijber,"6' 0""",240 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,240.0,
Nate Schroeder,"6' 1""",230 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,230.0,
Lacey Schuckman,"5' 3""",125 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,125.0,
Mark Schultz,"5' 9""",200 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,200.0,
Brian Schwartz,"6' 3""",170 lbs.,,Orthodox,,1.27,44%,0.87,45%,0.0,0%,50%,1.0,44.0,0.0,170.0,
Eric Schwartz,,205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,1992-05-02,3.56,51%,2.16,55%,3.42,63%,82%,0.5,51.0,63.0,125.0,66.0
Pat Schilling,"5' 8""",145 lbs.,,Orthodox,1988-08-28,1.87,26%,8.24,52%,0.0,0%,0%,0.0,26.0,0.0,145.0,
Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,1989-06-24,3.52,41%,4.31,57%,0.32,15%,63%,0.7,41.0,15.0,170.0,76.0
Mike Seal,"6' 4""",185 lbs.,,Orthodox,,5.5,68%,3.33,50%,0.0,0%,33%,0.0,68.0,0.0,185.0,
Greg Scott,"5' 9""",145 lbs.,,,,3.9,55%,7.79,37%,11.69,100%,0%,0.0,55.0,100.0,145.0,
Kenneth Seegrist,"6' 0""",185 lbs.,,Orthodox,,3.21,66%,1.28,0%,0.0,0%,40%,14.4,66.0,0.0,185.0,
Rony Sefo,"5' 9""",225 lbs.,,Orthodox,,0.0,0%,0.43,0%,0.0,0%,0%,0.0,0.0,0.0,225.0,
Matt Secor,"6' 0""",170 lbs.,,,1986-09-26,0.51,20%,0.81,50%,3.03,100%,0%,3.0,20.0,100.0,170.0,
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,1979-08-30,3.56,41%,3.79,58%,0.78,27%,53%,1.6,41.0,27.0,125.0,64.0
Ray Sefo,"6' 0""",240 lbs.,,Orthodox,1971-02-15,0.86,31%,1.71,72%,0.0,0%,66%,0.0,31.0,0.0,240.0,
Brendan Seguin,"6' 0""",185 lbs.,,,1976-07-03,2.6,45%,0.6,84%,5.0,62%,100%,0.0,45.0,62.0,185.0,
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,1992-02-12,1.47,37%,2.4,57%,1.0,20%,33%,0.0,37.0,20.0,170.0,75.0
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,1982-08-05,2.6,42%,3.65,51%,0.91,21%,47%,0.9,42.0,21.0,170.0,75.0
Andrei Semenov,"6' 0""",185 lbs.,,Orthodox,1977-06-17,0.78,15%,2.44,60%,1.74,80%,55%,0.4,15.0,80.0,185.0,
Brandon Sene,"5' 11""",205 lbs.,,,1981-05-21,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Matthew Semelsberger,"6' 1""",170 lbs.,"75""",Switch,1992-11-23,7.93,50%,5.31,56%,1.97,100%,100%,1.0,50.0,100.0,170.0,75.0
Kim In Seok,"5' 6""",145 lbs.,,Orthodox,,0.87,37%,5.19,60%,0.0,0%,0%,0.0,37.0,0.0,145.0,
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,1980-11-03,2.91,45%,3.48,46%,2.14,50%,50%,2.1,45.0,50.0,145.0,72.0
Ray Seraille,"6' 3""",246 lbs.,,,,5.29,27%,17.65,41%,0.0,0%,0%,0.0,27.0,0.0,246.0,
Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,1980-05-24,4.94,48%,3.1,46%,1.84,55%,67%,1.8,48.0,55.0,170.0,74.0
Ivan Serati,"6' 0""",205 lbs.,,Orthodox,,0.86,26%,5.33,29%,0.0,0%,0%,0.0,26.0,0.0,205.0,
Nicholas Sergiacomi,,170 lbs.,,,,4.38,55%,3.94,59%,0.0,0%,0%,0.0,55.0,0.0,170.0,
Adrian Serrano,"5' 8""",170 lbs.,,,1963-12-23,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Nick Serra,"5' 9""",170 lbs.,,Orthodox,1978-03-27,0.0,0%,1.73,43%,1.0,10%,0%,2.0,0.0,10.0,170.0,
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,1979-09-22,1.58,26%,1.89,61%,2.84,25%,84%,0.0,26.0,25.0,125.0,65.0
Carl Seumanutafa,"6' 1""",255 lbs.,,Orthodox,,0.0,0%,3.33,75%,0.0,0%,0%,0.0,0.0,0.0,255.0,
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,1974-06-02,1.98,39%,2.64,46%,2.05,20%,38%,0.9,39.0,20.0,170.0,68.0
Scott Shaffer,"5' 7""",145 lbs.,,Orthodox,,2.4,67%,0.53,50%,0.0,0%,72%,3.0,67.0,0.0,145.0,
Dan Severn,"6' 2""",250 lbs.,,Southpaw,1958-06-08,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,250.0,
Rosi Sexton,"5' 3""",135 lbs.,,Orthodox,1977-07-16,3.31,39%,7.42,41%,0.75,10%,80%,0.0,39.0,10.0,135.0,
Leon Shahbazyan,"6' 4""",170 lbs.,"74""",Orthodox,1995-11-18,6.33,52%,8.18,32%,1.46,50%,0%,0.0,52.0,50.0,170.0,74.0
Edmen Shahbazyan,"6' 2""",185 lbs.,"74""",Orthodox,1997-11-20,3.85,51%,4.31,49%,4.44,40%,58%,0.5,51.0,40.0,185.0,74.0
Liliya Shakirova,"5' 4""",125 lbs.,"65""",Orthodox,1991-10-24,2.7,30%,2.58,74%,0.0,0%,0%,0.0,30.0,0.0,125.0,65.0
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,1972-08-27,3.06,32%,2.99,70%,2.07,50%,80%,0.0,32.0,50.0,155.0,68.0
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,1964-02-11,1.47,46%,4.3,39%,0.94,60%,44%,2.5,46.0,60.0,205.0,72.0
Frank Shamrock,"5' 10""",185 lbs.,,Orthodox,1972-12-08,4.75,53%,4.66,57%,0.35,50%,37%,1.1,53.0,50.0,185.0,
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,1991-02-02,2.57,42%,1.88,63%,2.83,51%,46%,0.2,42.0,51.0,125.0,68.0
Jason Sharp,,205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,1989-11-16,6.02,45%,5.55,52%,0.0,0%,77%,0.0,45.0,0.0,250.0,78.0
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,1973-08-05,2.17,35%,2.71,55%,4.09,46%,56%,0.4,35.0,46.0,155.0,67.0
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,1984-11-20,4.09,56%,2.51,54%,0.65,60%,56%,0.7,56.0,60.0,125.0,67.0
Henrique Shiguemoto,"5' 11""",185 lbs.,"72""",Orthodox,1989-06-22,3.6,33%,6.0,16%,0.0,0%,50%,0.0,33.0,0.0,185.0,72.0
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,1988-03-07,2.98,50%,2.03,62%,2.21,58%,75%,0.3,50.0,58.0,125.0,66.0
Shunichi Shimizu,"5' 5""",135 lbs.,,Orthodox,1985-01-31,0.14,33%,4.68,30%,0.0,0%,0%,0.0,33.0,0.0,135.0,
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,1979-01-09,2.45,36%,1.8,56%,2.83,29%,35%,1.2,36.0,29.0,170.0,72.0
Wade Shipp,"6' 3""",245 lbs.,,Orthodox,1975-02-09,4.29,86%,2.14,0%,0.0,0%,75%,0.0,86.0,0.0,245.0,
Raja Shippen,"5' 6""",145 lbs.,,,1986-10-07,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Yuya Shirai,"5' 8""",168 lbs.,,Orthodox,1980-04-02,1.02,100%,4.07,55%,0.0,0%,0%,0.0,100.0,0.0,168.0,
Wes Shivers,"6' 8""",,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Alexander Shlemenko,"5' 11""",185 lbs.,,,1984-05-20,4.36,60%,1.71,63%,0.0,0%,0%,0.0,60.0,0.0,185.0,
Josh Shockley,"6' 1""",155 lbs.,,Orthodox,1989-11-15,1.4,33%,1.75,60%,0.0,0%,61%,0.8,33.0,0.0,155.0,
Josh Shockman,"6' 4""",235 lbs.,,Southpaw,1980-12-29,0.87,32%,0.87,58%,0.0,0%,23%,0.0,32.0,0.0,235.0,
Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,1995-02-06,3.69,54%,0.59,76%,5.16,46%,0%,1.5,54.0,46.0,135.0,71.0
Akira Shoji,"5' 8""",195 lbs.,,Orthodox,1974-01-31,1.03,34%,2.63,53%,1.79,73%,82%,0.4,34.0,73.0,195.0,
Landon Showalter,"6' 0""",185 lbs.,,,1976-06-14,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,1979-11-17,2.06,35%,2.4,53%,0.49,50%,53%,0.7,35.0,50.0,168.0,
Brandon Shuey,"5' 7""",155 lbs.,,Orthodox,1976-02-01,0.68,33%,1.36,0%,0.0,0%,0%,10.2,33.0,0.0,155.0,
Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,1988-06-09,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,74.0
Kiril Sidelnikov,"5' 11""",230 lbs.,,,1988-08-17,2.87,28%,4.48,61%,0.0,0%,0%,0.0,28.0,0.0,230.0,
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,1986-02-01,2.46,33%,3.55,59%,1.45,43%,70%,0.9,33.0,43.0,145.0,67.0
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,1987-02-15,3.21,41%,2.96,54%,0.47,21%,55%,1.6,41.0,21.0,145.0,70.0
Siala Siliga,"6' 1""",290 lbs.,,Orthodox,1970-10-08,1.08,26%,1.96,50%,1.47,50%,80%,0.0,26.0,50.0,290.0,
Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,1974-06-18,1.42,46%,4.2,54%,2.66,34%,25%,1.8,46.0,34.0,241.0,
Xavier Siller,"5' 5""",125 lbs.,,,1994-06-06,1.02,36%,1.53,57%,3.83,100%,0%,0.0,36.0,100.0,125.0,
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,1982-11-12,3.92,50%,2.55,67%,1.03,47%,70%,0.7,50.0,47.0,205.0,74.0
Jean Silva,"5' 6""",160 lbs.,,Orthodox,1977-10-08,0.73,22%,2.93,52%,0.0,0%,0%,0.0,22.0,0.0,160.0,
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,1963-07-21,0.4,15%,2.72,47%,0.42,100%,16%,0.4,15.0,100.0,385.0,
Edson Silva,,205 lbs.,,Orthodox,,2.69,14%,5.37,50%,0.0,0%,0%,0.0,14.0,0.0,205.0,
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,1975-04-14,3.05,61%,2.05,60%,0.5,77%,69%,0.8,61.0,77.0,185.0,77.0
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,1976-07-03,2.79,40%,2.19,60%,0.97,53%,62%,0.6,40.0,53.0,205.0,74.0
Sidney Silva,"6' 3""",170 lbs.,,Southpaw,1972-02-27,2.86,65%,3.3,34%,3.3,100%,0%,0.0,65.0,100.0,170.0,
Jay Silva,"6' 2""",185 lbs.,,Southpaw,,1.13,34%,3.07,40%,0.0,0%,38%,1.0,34.0,0.0,185.0,
Fabio Silva,"5' 11""",205 lbs.,,Orthodox,1982-03-31,0.09,11%,5.9,38%,0.0,0%,0%,0.0,11.0,0.0,205.0,
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,1985-11-11,2.39,48%,2.08,63%,1.76,37%,65%,0.4,48.0,37.0,155.0,72.0
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,1982-09-06,3.14,42%,3.12,43%,3.01,28%,66%,1.6,42.0,28.0,170.0,71.0
Wagner Silva,"6' 0""",170 lbs.,,Orthodox,1987-02-07,1.69,29%,2.87,65%,0.0,0%,58%,0.0,29.0,0.0,170.0,
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,1979-09-14,2.89,45%,3.09,50%,0.82,29%,66%,0.8,45.0,29.0,264.0,82.0
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,1984-06-21,2.5,48%,4.18,49%,0.85,35%,56%,1.4,48.0,35.0,170.0,74.0
Rafael Silva,"5' 7""",135 lbs.,,,1985-03-20,0.67,50%,0.73,67%,0.0,0%,25%,1.0,50.0,0.0,135.0,
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,1989-02-05,3.92,37%,4.43,56%,0.24,50%,64%,0.7,37.0,50.0,155.0,69.0
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,1984-05-08,5.4,50%,1.8,59%,1.0,100%,71%,0.0,50.0,100.0,155.0,77.0
Dayana Silva,"5' 7""",135 lbs.,,Orthodox,1990-08-27,6.33,51%,5.93,57%,0.0,0%,42%,0.0,51.0,0.0,135.0,
Jacob Silva,"5' 5""",125 lbs.,"67""",Orthodox,1988-02-23,4.17,44%,4.92,56%,1.51,100%,66%,0.0,44.0,100.0,125.0,67.0
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,1994-08-26,1.3,34%,3.47,45%,1.5,25%,38%,0.5,34.0,25.0,135.0,71.0
Bruno Silva,"6' 0""",185 lbs.,,,1989-07-13,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Natalia Silva,"5' 4""",125 lbs.,,,1997-02-03,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,125.0,
Douglas Silva de Andrade,"5' 7""",145 lbs.,"68""",Orthodox,1985-06-22,3.77,38%,4.26,58%,0.7,50%,66%,0.0,38.0,50.0,145.0,68.0
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,,Orthodox,1992-04-23,1.07,40%,0.54,50%,24.11,50%,0%,0.0,40.0,50.0,185.0,
Marcus Silveira,"6' 3""",242 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,242.0,
Jamey Simmons,"5' 6""",145 lbs.,"70""",Orthodox,1992-09-11,0.52,50%,2.08,50%,0.0,0%,100%,0.0,50.0,0.0,145.0,70.0
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,1986-09-22,3.67,49%,2.97,51%,1.62,38%,85%,0.2,49.0,38.0,155.0,73.0
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,1974-07-20,3.6,52%,2.53,56%,3.78,34%,83%,0.5,52.0,34.0,170.0,73.0
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,1992-08-31,3.08,42%,3.13,64%,6.93,54%,72%,0.4,42.0,54.0,135.0,69.0
Wes Sims,"6' 10""",260 lbs.,,Orthodox,1979-08-04,0.98,51%,2.95,37%,0.0,0%,40%,2.3,51.0,0.0,260.0,
Marlon Sims,,170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,1985-10-14,1.81,63%,0.76,65%,0.71,50%,50%,0.7,63.0,50.0,155.0,70.0
Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,1973-05-07,2.72,42%,6.17,57%,0.0,0%,75%,0.0,42.0,0.0,185.0,
Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,1988-09-04,0.81,66%,2.19,30%,0.0,0%,42%,1.2,66.0,0.0,260.0,77.0
Rob Sinclair,"5' 8""",155 lbs.,,,1980-02-20,1.2,33%,1.73,73%,0.0,0%,50%,0.0,33.0,0.0,155.0,
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,1971-02-13,1.13,37%,4.6,53%,0.0,0%,0%,1.2,37.0,0.0,205.0,77.0
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,1996-04-09,5.5,56%,9.98,46%,1.53,20%,0%,0.0,56.0,20.0,245.0,
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,1976-05-28,2.55,39%,2.42,63%,0.39,25%,64%,0.8,39.0,25.0,185.0,77.0
AJ Siscoe,"5' 7""",135 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,135.0,
Yokthai Sithoar,"5' 7""",143 lbs.,,,1974-12-25,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,143.0,
Jeri Sitzes,"5' 5""",125 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,125.0,
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,1979-01-13,3.87,32%,2.67,65%,0.87,32%,65%,0.3,32.0,32.0,145.0,70.0
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,1985-05-11,2.02,40%,3.35,48%,1.71,34%,33%,2.4,40.0,34.0,145.0,72.0
Matt Skelton,"6' 3""",265 lbs.,,Orthodox,1967-01-23,0.0,0%,0.54,0%,0.0,0%,66%,0.0,0.0,0.0,265.0,
Zach Skinner,"5' 6""",145 lbs.,,Orthodox,,0.53,50%,2.4,32%,5.0,27%,100%,1.0,50.0,27.0,145.0,
Joe Slick,"6' 0""",199 lbs.,,Orthodox,1977-10-17,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,199.0,
Patrick Smith,"6' 2""",225 lbs.,,Orthodox,1963-08-28,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,225.0,
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,,4.95,52%,5.05,54%,1.55,50%,100%,1.6,52.0,50.0,200.0,
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,1961-12-13,0.41,46%,0.47,60%,0.89,50%,20%,0.9,46.0,50.0,221.0,
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,1979-05-21,1.9,27%,5.87,50%,0.12,6%,58%,0.5,27.0,6.0,185.0,70.0
Eric Smith,,,,Southpaw,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Josh Smith,"6' 0""",155 lbs.,,Orthodox,1982-07-02,0.73,28%,1.4,54%,0.0,0%,57%,2.0,28.0,0.0,155.0,
Adam Smith,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Dillon Smith,"6' 0""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
David Smith,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Brian Sleeman,"5' 8""",185 lbs.,,,,4.0,48%,1.85,70%,9.23,100%,100%,0.0,48.0,100.0,185.0,
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,1981-01-05,3.29,55%,3.31,51%,1.7,32%,60%,0.7,55.0,32.0,185.0,75.0
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,1988-07-26,2.94,46%,4.38,42%,0.49,28%,51%,0.7,46.0,28.0,205.0,76.0
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,1987-08-14,1.64,41%,2.3,51%,4.09,36%,25%,1.4,41.0,36.0,155.0,71.0
Ray Sloan,"6' 1""",205 lbs.,,,1985-07-14,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Gilbert Smith,"5' 9""",185 lbs.,,Southpaw,1981-10-19,1.09,41%,2.73,35%,3.51,60%,0%,1.2,41.0,60.0,185.0,
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,1993-07-30,5.64,55%,2.65,59%,0.74,100%,100%,0.7,55.0,100.0,155.0,76.0
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,1982-08-17,7.56,40%,8.41,51%,0.0,0%,62%,0.0,40.0,0.0,135.0,66.0
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,1989-04-05,1.78,35%,1.96,49%,1.67,33%,45%,1.7,35.0,33.0,135.0,67.0
Justin Smitley,,145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Walter Smith-Cotito,"5' 8""",135 lbs.,,,,2.95,36%,3.53,68%,2.16,33%,57%,0.0,36.0,33.0,135.0,
Nate Smith,"5' 6""",125 lbs.,"69""",Switch,1995-04-09,1.28,38%,2.04,35%,0.0,0%,33%,2.3,38.0,0.0,125.0,69.0
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,1982-08-05,1.44,42%,3.81,55%,0.0,0%,75%,0.0,42.0,0.0,253.0,74.0
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,1991-07-16,4.44,46%,3.74,53%,1.84,37%,31%,1.9,46.0,37.0,135.0,68.0
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,1991-08-17,1.98,77%,2.26,65%,8.49,66%,0%,0.0,77.0,66.0,155.0,68.0
Devin Smyth,"5' 10""",170 lbs.,"72""",Switch,1995-07-21,2.6,68%,6.73,25%,4.0,26%,100%,0.0,68.0,26.0,170.0,72.0
Denis Sobolev,"6' 3""",216 lbs.,,Orthodox,,0.0,0%,5.45,33%,0.0,0%,0%,0.0,0.0,0.0,216.0,
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,1975-09-07,2.23,45%,1.53,57%,2.48,42%,65%,2.6,45.0,42.0,205.0,75.0
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,1987-01-11,2.14,40%,2.9,58%,1.53,32%,77%,0.5,40.0,32.0,170.0,75.0
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,1984-04-18,2.26,45%,2.61,56%,1.93,47%,78%,0.9,45.0,47.0,205.0,78.0
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,1993-08-27,3.62,74%,0.93,51%,3.31,62%,0%,1.3,74.0,62.0,155.0,70.0
Chris Solomon,"5' 11""",155 lbs.,,,,0.0,0%,2.8,37%,0.0,0%,33%,0.0,0.0,0.0,155.0,
Paul Song,,185 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Joe Son,"5' 4""",236 lbs.,,Orthodox,1970-11-22,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,236.0,
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,1977-04-03,3.08,43%,1.1,62%,3.81,59%,66%,0.4,43.0,59.0,205.0,73.0
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,1990-03-10,4.39,46%,4.37,54%,0.0,0%,50%,0.0,46.0,0.0,170.0,71.0
Song Yadong,"5' 8""",145 lbs.,"67""",Orthodox,1997-12-02,4.35,42%,3.64,57%,0.59,75%,56%,0.4,42.0,75.0,145.0,67.0
Cody Sons,"5' 9""",205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,1993-04-01,5.1,36%,7.63,52%,1.5,25%,100%,0.0,36.0,25.0,135.0,69.0
Emiliano Sordi,"6' 2""",205 lbs.,,Orthodox,1991-02-15,4.79,50%,4.79,48%,0.0,0%,100%,8.3,50.0,0.0,205.0,
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,1992-11-22,4.46,43%,2.86,52%,2.6,66%,0%,0.0,43.0,66.0,185.0,72.0
